GENE	P
SNRNP48	0.75156
BMP6	0.16284
TXNDC5	0.47721
BLOC1S5	6.4307e-4
EEF1E1	0.054526
SLC35B3	0.80824
OFCC1	0.32115
TFAP2A	0.091351
GCNT2	0.39839
C6orf52	0.9584
PAK1IP1	0.85669
TMEM14C	0.8524
TMEM14B	0.75986
MAK	0.43419
GCM2	0.7387
SYCP2L	0.0031808
ELOVL2	0.0035819
SMIM13	0.017317
ERVFRD-1	0.014948
NEDD9	0.10996
TMEM170B	0.3656
ADTRP	0.23826
HIVEP1	0.0041339
EDN1	0.18205
PHACTR1	8.9664e-5
LOC100130357	0.0051459
TBC1D7	0.69129
GFOD1	0.0046485
SIRT5	0.021293
NOL7	0.2932
RANBP9	0.080649
MCUR1	0.15924
RNF182	0.063857
CD83	0.68589
JARID2	0.14025
DTNBP1	0.092136
MYLIP	0.08056
GMPR	0.040009
ATXN1	8.1202e-4
ATXN1-AS1	0.12497
STMND1	0.10269
RBM24	0.0013638
CAP2	0.7254
FAM8A1	0.08565
NUP153	0.064256
KIF13A	0.057687
NHLRC1	0.027404
TPMT	0.20492
KDM1B	0.65437
DEK	0.081009
RNF144B	0.46562
ID4	0.53518
MBOAT1	0.092291
E2F3	0.092417
CDKAL1	0.63515
SOX4	0.35931
PRL	0.38046
HDGFL1	0.39011
NRSN1	0.12631
DCDC2	3.9275e-4
KAAG1	0.0068165
MRS2	0.03692
GPLD1	0.03745
ALDH5A1	0.10836
KIAA0319	0.0081555
TDP2	4.7096e-4
ACOT13	0.025954
C6orf62	0.016316
GMNN	0.13452
ARMH2	0.14594
RIPOR2	0.038508
CARMIL1	0.002868
SCGN	0.018446
H2AC1	0.24939
H2BC1	0.45191
SLC17A4	0.0012355
SLC17A1	1.4543e-6
SLC17A3	3.8007e-6
SLC17A2	3.155e-4
TRIM38	8.4663e-7
H1-1	5.4322e-5
H3C1	0.1437
H4C1	1.684e-6
H4C2	0.88577
H3C2	0.1586
H2AC4	0.058864
H3C3	1.8085e-5
H1-2	0.54065
HFE	8.4644e-4
H4C3	0.87695
H1-6	0.44028
H2BC4	0.0050148
H2AC6	0.033664
H2BC5	2.1256e-7
H2BC6	0.0046642
H3C4	0.062077
H2AC7	0.95333
H2BC7	5.6248e-9
H4C5	0.97772
H2BC8	0.96482
H3C6	0.094376
H1-3	0.88572
H4C6	0.8084
H4C7	0.7655
H2BC9	0.302
H3C8	0.452
H4C8	1.4112e-5
BTN3A2	2.7611e-10
BTN2A2	0.0012794
BTN3A1	7.3483e-4
BTN3A3	8.3147e-5
BTN2A1	2.3933e-12
BTN1A1	0.0015324
HMGN4	0.072836
ABT1	9.1862e-6
ZNF322	2.7727e-4
H2BC11	0.031274
H2BC12	0.014346
H4C9	0.8075
H2AC12	0.32663
PRSS16	5.9107e-5
POM121L2	0.0024357
ZNF391	0.0018025
ZNF184	0.0039138
H2BC13	5e-10
H3C10	0.5795
H2BC14	0.9318
H4C11	0.05955
H2BC15	1.247e-11
H2AC16	1.0961e-6
H1-5	1.5245e-11
H3C11	1.068e-7
H4C13	2.939e-12
H3C12	1.293e-7
H2BC17	1.2215e-6
OR2B2	9.8328e-11
OR2B6	0.16642
ZNF165	4.9818e-7
ZSCAN16	7.8641e-8
ZKSCAN8	3.9448e-8
ZSCAN9	1.5204e-4
ZKSCAN4	3.6067e-8
NKAPL	2.6842e-6
ZSCAN26	9.9877e-7
PGBD1	3.5138e-8
ZSCAN31	2.9544e-7
ZKSCAN3	1.5856e-5
ZSCAN12	1.5448e-6
ZSCAN23	0.0010826
GPX6	0.0014095
GPX5	0.015969
SCAND3	0.010644
TRIM27	4.5542e-6
ZNF311	2.2243e-5
OR2W1	0.0081061
OR2B3	0.031973
OR2J3	6.8564e-4
OR2J2	0.079463
OR14J1	0.54437
OR5V1	0.65474
OR12D3	1.0103e-4
OR12D2	0.49689
OR11A1	0.080404
OR10C1	0.67185
OR2H1	0.19873
MAS1L	0.9513
UBD	0.0048482
OR2H2	0.022195
GABBR1	0.0074644
MOG	0.034392
ZFP57	0.025753
HLA-F	3.0979e-4
HLA-G	0.13887
HLA-A	0.018793
POLR1H	0.037769
PPP1R11	0.35746
RNF39	0.12834
TRIM31	4.5305e-9
TRIM40	0.011573
TRIM10	0.0086576
TRIM15	0.026942
TRIM26	5.8357e-11
TRIM39	8.8807e-6
TRIM39-RPP21	2.6507e-5
RPP21	0.0016733
HLA-E	0.27605
GNL1	0.0051759
PRR3	0.41054
ABCF1	0.14749
PPP1R10	0.65524
MRPS18B	0.047829000000000003
ATAT1	7.9333e-4
C6orf136	1.5572e-4
DHX16	0.33724
PPP1R18	6.2379e-4
NRM	0.0048312
MDC1	0.30248
TUBB	5.1251e-5
FLOT1	0.01302
IER3	0.16355
DDR1	8.7312e-7
GTF2H4	2.7822e-5
VARS2	0.01607
SFTA2	7.7938e-11
MUCL3	3.6161e-8
MUC21	9.9371e-4
MUC22	0.0010496
C6orf15	1.4684e-4
PSORS1C1	1.6067e-5
CDSN	4.9153e-4
PSORS1C2	0.0044059
CCHCR1	0.076679
TCF19	0.0033336
POU5F1	0.035696
HLA-C	3.3574e-6
HLA-B	2.9703e-5
MICA	0.049527
MICB	0.0017865
MCCD1	0.50277
DDX39B	0.018445
ATP6V1G2	1.3911e-6
NFKBIL1	0.033194
LTA	2.3286e-4
TNF	0.098063
LTB	0.09852
LST1	0.08426
NCR3	0.024063
AIF1	0.0013541
PRRC2A	1.326e-6
BAG6	2.1355e-6
APOM	3.4319e-4
C6orf47	0.21688
GPANK1	0.0024607
CSNK2B	1.0664e-4
LY6G5B	0.24899
LY6G5C	0.52689
ABHD16A	0.065417
LY6G6F	0.0034091
LY6G6D	0.79697
LY6G6C	0.0040147
MPIG6B	0.012206
DDAH2	0.0013504
CLIC1	9.4463e-5
MSH5	2.2159e-7
SAPCD1	0.97874
VWA7	1.2286e-6
VARS1	1.072e-5
LSM2	3.3162e-6
HSPA1L	0.012781
HSPA1A	0.017892
HSPA1B	0.031197
SNHG32	8.8024e-5
NEU1	0.81042
SLC44A4	1.6308e-4
EHMT2	8.6575e-6
C2	1.5878e-4
ZBTB12	0.005305
CFB	2.2589e-7
NELFE	0.011376
SKIC2	4.7883e-4
DXO	0.031642000000000003
STK19	6.912e-5
C4B	0.8686
CYP21A2	0.21432
TNXB	0.0069693
ATF6B	0.012207
FKBPL	0.53245
PRRT1	8.2886e-5
PPT2	0.0027579
EGFL8	2.0521e-5
AGPAT1	1.0809e-6
RNF5	7.8198e-6
AGER	1.3297e-5
PBX2	1.243e-4
GPSM3	7.8954e-6
NOTCH4	6.7953e-5
TSBP1	0.0024048
BTNL2	0.17542
TSBP1-AS1	0.41154
HLA-DRA	0.0053442
HLA-DRB5	0.7449
HLA-DRB1	0.40086
HLA-DQA1	0.0033167
HLA-DQB1	0.0018515
HLA-DQA2	0.0032141
HLA-DQB2	0.0014056
HLA-DOB	0.17886
TAP2	0.023932
PSMB8	0.24734
TAP1	0.28355
PSMB9	0.3213
HLA-DMB	0.040432
HLA-DMA	0.18548
BRD2	0.0090198
HLA-DOA	0.031792
HLA-DPA1	0.16626
HLA-DPB1	0.015144
COL11A2	0.004049
RXRB	0.011344
SLC39A7	0.23311
HSD17B8	0.0076532
RING1	0.0012428
VPS52	0.43988
RPS18	0.30298
B3GALT4	0.118
WDR46	0.10488
PFDN6	0.1628
RGL2	0.84769
TAPBP	0.14181
ZBTB22	0.071885
DAXX	0.4587
KIFC1	0.0056469
PHF1	0.0038451
CUTA	4.2967e-4
SYNGAP1	5.9897e-4
ZBTB9	0.012625
BAK1	0.0083956
ITPR3	5.1889e-4
UQCC2	0.0024186
IP6K3	0.00745
LEMD2	5.0622e-4
MLN	8.9606e-4
GRM4	0.14387
HMGA1	0.2932
SMIM29	0.20929
NUDT3	0.29565
RPS10-NUDT3	0.2133
RPS10	0.11675
PACSIN1	0.89416
SPDEF	0.36263
ILRUN	0.19038
SNRPC	0.3274
BLTP3A	0.33363
TAF11	0.26526
ANKS1A	0.47331
TCP11	0.20748
SCUBE3	0.78955
ZNF76	0.8114
DEF6	0.69628
PPARD	0.56525
FANCE	0.80753
RPL10A	0.86388
TEAD3	0.62353
TULP1	0.11049
FKBP5	0.028447
ARMC12	0.83569
CLPSL2	0.61807
CLPSL1	0.36815
CLPS	0.039263
LHFPL5	0.03873
SRPK1	0.077901
SLC26A8	0.15412
MAPK14	0.006554
MAPK13	0.19092
BRPF3	0.21367
PNPLA1	0.047031
BNIP5	0.83872
ETV7	0.53673
PXT1	0.34001
KCTD20	0.41503
STK38	0.67749
SRSF3	0.68517
CDKN1A	0.60493
RAB44	0.63599000000000006
CPNE5	0.065451
PPIL1	0.22514
C6orf89	0.12093
PI16	0.036888
MTCH1	0.024199
FGD2	0.22902
PIM1	0.49734
TMEM217	0.012401
TBC1D22B	0.055935
RNF8	0.96682
CMTR1	0.48304
CCDC167	0.049248
MDGA1	0.1163
ZFAND3	0.016592
BTBD9	0.013508
GLO1	0.17553
DNAH8	0.56706
GLP1R	0.092762
SAYSD1	0.88672
KCNK5	0.052696
KCNK17	0.17966
KCNK16	0.93653
KIF6	0.89732
DAAM2	0.67947
MOCS1	0.81649
LRFN2	0.034702
UNC5CL	0.13425
TSPO2	0.3248
APOBEC2	0.34309
OARD1	0.78435
NFYA	0.11669
TREML1	0.037725
TREM2	0.39242
TREML2	0.93497
TREML4	0.39207
TREM1	0.25372
NCR2	0.26065
FOXP4	0.44786
MDFI	0.89209
TFEB	0.13473
PGC	0.27762
FRS3	0.23319
PRICKLE4	0.65442
TOMM6	0.3824
USP49	0.57962
MED20	0.43444
BYSL	0.58671
CCND3	0.80811
TAF8	0.18836
C6orf132	0.35394
GUCA1A	0.69641
GUCA1B	0.84402
MRPS10	0.98473
TRERF1	0.19461
UBR2	0.0097723
PRPH2	0.024386
TBCC	0.63391
BICRAL	0.0049379
RPL7L1	0.40771
C6orf226	0.84831
PTCRA	0.30127
CNPY3	0.28903
GNMT	0.88179
PEX6	0.33628
MEA1	0.22454
PPP2R5D	0.24673
KLHDC3	0.48793
RRP36	0.57029
CUL7	0.04971
MRPL2	0.10504
KLC4	0.039253
PTK7	9.5619e-4
SRF	1.3858e-4
CUL9	1.8922e-5
DNPH1	4.2448e-5
TTBK1	5.2376e-5
SLC22A7	8.6508e-6
CRIP3	6.1549e-4
ZNF318	3.4266e-6
ABCC10	0.014091
DLK2	0.17802
TJAP1	0.028436
LRRC73	0.016294
YIPF3	0.0069246
POLR1C	0.049214
XPO5	0.011059
POLH	0.0099735999999999991
GTPBP2	0.023117
MAD2L1BP	0.15001
RSPH9	0.03531
MRPS18A	0.096117
VEGFA	0.042021
LINC03040	0.32484
MRPL14	0.22183
TMEM63B	0.11001
CAPN11	0.89343
SLC29A1	0.86492
HSP90AB1	0.31165
SLC35B2	0.41315
NFKBIE	0.17501
TMEM151B	0.27129
TCTE1	0.45401
AARS2	0.38885
SPATS1	0.3695
CDC5L	0.334
SUPT3H	0.34143
RUNX2	0.477
CLIC5	0.17879
ENPP4	0.81383
ENPP5	0.9075
RCAN2	0.077109
CYP39A1	0.21272
SLC25A27	0.0089054
TDRD6	0.020973
PLA2G7	0.051193
ANKRD66	0.043513
MEP1A	0.53593
ADGRF5	0.52742
ADGRF1	0.86868
TNFRSF21	0.60584
CD2AP	0.92606
ADGRF2	0.26044
ADGRF4	0.46471
OPN5	0.19017
PTCHD4	0.38963
MMUT	0.054228
CENPQ	0.042578
GLYATL3	0.25683
C6orf141	0.87712
RHAG	0.031223
CRISP2	0.16989
CRISP3	0.42238
PGK2	0.2879
CRISP1	0.020968
DEFB133	0.055229
DEFB114	0.11003
DEFB113	0.1112
DEFB110	0.038017
DEFB112	0.0085945
TFAP2D	0.059732
TFAP2B	5.4252e-5
PKHD1	0.20771
IL17A	0.60725
IL17F	0.66958
MCM3	0.71378
PAQR8	0.007219
EFHC1	0.023137
TRAM2	0.041713
TMEM14A	0.85924
GSTA2	0.7513
GSTA1	0.72092
GSTA5	0.99233
GSTA3	0.0044144
GSTA4	0.76163
CILK1	0.4162
FBXO9	0.29061
GCM1	0.32183
ELOVL5	0.79029
GCLC	0.0060236
KLHL31	0.27685
LRRC1	0.14267
MLIP	0.47638
TINAG	0.045958
FAM83B	0.016475
HCRTR2	0.063286
GFRAL	0.11346
HMGCLL1	0.054978
BMP5	0.33563
COL21A1	0.3371
DST	0.27128
BEND6	0.35528
KIAA1586	0.68972
ZNF451	0.41058
BAG2	0.42283
RAB23	0.2163
MTRNR2L9	0.54916
KHDRBS2	0.1685
LGSN	0.045286
PTP4A1	0.027442
PHF3	0.0010871
EYS	0.014407
ADGRB3	0.0040498
LMBRD1	0.53406
COL19A1	0.389
COL9A1	0.5985
FAM135A	0.34546
SDHAF4	0.31646
SMAP1	0.63719
B3GAT2	0.071911
OGFRL1	0.70597
RIMS1	1.6966e-6
KCNQ5	0.01091
KHDC1L	0.28929
KHDC1	0.79544
DPPA5	0.011288
KHDC3L	0.51307
OOEP	0.92306
DDX43	0.81998
CGAS	0.76195
MTO1	0.22998
EEF1A1	0.34405
SLC17A5	0.6449
CD109	0.67422
COL12A1	0.80766
COX7A2	0.99241
TMEM30A	0.80046
FILIP1	0.2022
SENP6	0.35305
MYO6	0.11132
IMPG1	0.55688
HTR1B	0.024523
MEI4	0.15704
IRAK1BP1	0.045565
PHIP	0.044167
HMGN3	0.34904
LCA5	0.63748
SH3BGRL2	0.48828
LINC01621	0.96007
ELOVL4	0.86953
TTK	0.82881
BCKDHB	0.18572
TENT5A	0.0014386
IBTK	0.36088
TPBG	0.41779
UBE3D	0.25919
DOP1A	0.15339
PGM3	0.026488
RWDD2A	0.20619
ME1	0.0039228
PRSS35	3.275e-4
SNAP91	7.1713e-5
RIPPLY2	0.025299
CYB5R4	0.016782
MRAP2	0.081229
CEP162	0.92749
TBX18	0.78101
NT5E	0.75944
SNX14	0.566
SYNCRIP	0.57188
HTR1E	0.072443
CGA	0.25444
ZNF292	0.24908
GJB7	0.23815
SMIM8	0.4478
C6orf163	0.54448
CFAP206	0.43593
SLC35A1	0.89984
RARS2	0.96242
ORC3	0.78682
AKIRIN2	0.60319
SPACA1	0.25858
CNR1	0.55697
RNGTT	0.57436
PNRC1	0.99374
SRSF12	0.12966
PM20D2	0.11016
GABRR1	0.35158
GABRR2	0.82305
UBE2J1	0.28451
RRAGD	0.61356
ANKRD6	0.23402
LYRM2	0.91026
MDN1	0.75373
CASP8AP2	0.74627
BACH2	0.0065361
MAP3K7	0.34906
EPHA7	0.17898
MANEA	0.74173
FUT9	0.14745
UFL1	0.44918
FHL5	0.47134
GPR63	0.9143
NDUFAF4	0.93404
KLHL32	5.4403e-4
MMS22L	0.30949
POU3F2	0.0032321
FBXL4	0.0036277
FAXC	0.45352
COQ3	0.18186
PNISR	0.28654
USP45	0.20543
TSTD3	0.11502
CCNC	0.072311
PRDM13	0.020092
MCHR2	0.022106
SIM1	0.031384
ASCC3	0.016886
GRIK2	4.0532e-4
HACE1	0.85666
LIN28B	0.39732
BVES	0.97209
POPDC3	0.96851
PREP	0.80798
PRDM1	0.056112
ATG5	0.11279
CRYBG1	0.20341
RTN4IP1	0.83999
QRSL1	0.90446
MTRES1	0.32761
BEND3	0.071464
PDSS2	0.59085
SOBP	0.31351
SCML4	0.59392
SEC63	0.61087
OSTM1	0.011707
NR2E1	0.46743
SNX3	0.11029
AFG1L	0.0043715
FOXO3	0.053317
ARMC2	0.47086
SESN1	0.40177
CEP57L1	0.33035
CD164	0.099434
PPIL6	0.1175
SMPD2	0.084359
MICAL1	0.2299
ZBTB24	0.26832
AK9	0.5683
FIG4	0.48697
GPR6	0.038101
WASF1	0.043414
CDC40	0.035078
METTL24	0.66496
DDO	0.52259
SLC22A16	0.17806
CDK19	0.99776
AMD1	0.8868
GTF3C6	0.44205
RPF2	0.62478
SLC16A10	0.16155
MFSD4B	0.13408
REV3L	0.22283
TRAF3IP2	0.082568
FYN	0.0036131
CCN6	0.029799
TUBE1	0.035254
FAM229B	0.02429
LAMA4	0.069288
RFPL4B	0.10716
MARCKS	0.56929
HDAC2	0.3419
HS3ST5	0.72021
FRK	0.030956
NT5DC1	4.0404e-5
COL10A1	5.0162e-5
TSPYL4	5.5491e-4
TSPYL1	0.010582
DSE	0.042214
CALHM6	0.90083
TRAPPC3L	0.4028
CALHM5	0.37628
CALHM4	0.54982
RWDD1	0.5405
RSPH4A	0.91119000000000006
ZUP1	0.82992
KPNA5	0.64802
FAM162B	0.82148
GPRC6A	0.72268
RFX6	0.88904
VGLL2	0.30515
ROS1	0.026194
DCBLD1	0.0022708
GOPC	0.023542
NUS1	0.010604
SLC35F1	0.073192
CEP85L	0.32994
PLN	0.35554
MCM9	0.23775
ASF1A	0.18725
FAM184A	0.5351
MAN1A1	0.15434
TBC1D32	0.19586
GJA1	0.11666
HSF2	0.45251
SERINC1	0.56996
PKIB	0.62378
FABP7	0.12843
SMPDL3A	0.97706
CLVS2	0.0047325
TRDN	0.11808
NKAIN2	3.2475e-4
RNF217	0.53051
TPD52L1	0.75126
HDDC2	0.84412
HEY2	0.050685
NCOA7	0.054589
HINT3	0.96543
TRMT11	0.75199
CENPW	0.15654
RSPO3	0.301
RNF146	0.73173
ECHDC1	0.65122
KIAA0408	0.80945
SOGA3	0.54702
C6orf58	0.083435
THEMIS	0.17365
PTPRK	0.38841
LAMA2	0.17136
ARHGAP18	0.012769
TMEM244	0.68336
L3MBTL3	0.717
SAMD3	0.036784
TMEM200A	0.15679
SMLR1	0.826
EPB41L2	0.86934
AKAP7	0.055529
ARG1	0.26626
MED23	0.49516
ENPP3	0.037686
ENPP1	0.023066
CCN2	0.83394
MOXD1	0.058127
STX7	0.88703
TAAR9	0.072027
TAAR8	0.1066
TAAR6	0.2528
TAAR5	0.70798
TAAR2	0.39203
TAAR1	0.06407
VNN1	0.37992
VNN3P	0.72683
VNN2	0.86289
SLC18B1	0.53517
RPS12	0.25816
EYA4	0.45078
TCF21	0.51702
TBPL1	0.11166
SLC2A12	0.71834
SGK1	0.75504
ALDH8A1	0.5573
HBS1L	0.47986
MYB	0.79871
AHI1	0.93581
PDE7B	0.021089
MTFR2	0.42592
BCLAF1	0.41874
MAP7	0.52151
MAP3K5	0.79612
PEX7	0.13669
SLC35D3	0.85718
IL20RA	0.93885
IL22RA2	0.36778
IFNGR1	0.49901
TNFAIP3	0.23362
PERP	0.011569
ARFGEF3	0.45949
PBOV1	0.40136
HEBP2	0.49684
NHSL1	0.32319
CCDC28A-AS1	0.033795
CCDC28A	0.23463
ECT2L	1.2959e-4
REPS1	0.020926
ABRACL	0.5852
HECA	0.023446
TXLNB	0.21159
CITED2	0.020655
NMBR	0.20936
VTA1	0.41727
ADGRG6	0.65435
HIVEP2	0.80522
AIG1	0.06704
ADAT2	0.48377
PEX3	0.41571
FUCA2	0.39096
PHACTR2	0.20864
LTV1	0.32021
ZC2HC1B	0.65404
PLAGL1	0.32062
STX11	0.094655
UTRN	0.27838
EPM2A	0.069331
FBXO30	0.10666
SHPRH	0.10175
GRM1	0.04625
RAB32	0.76317
ADGB	0.061586
STXBP5	0.024469
SAMD5	0.74655
SASH1	0.20438
UST	0.38113
TAB2	0.8128
SUMO4	0.98822
ZC3H12D	0.82623
PPIL4	0.027833
GINM1	0.060401
KATNA1	0.089714
LATS1	0.13799
NUP43	0.13996
PCMT1	0.16009
LRP11	0.15203
RAET1E	0.78129
RAET1G	0.89584
ULBP2	0.63125
ULBP1	0.45873
RAET1L	0.81015
ULBP3	0.88956
PPP1R14C	0.75086
IYD	0.96099
PLEKHG1	0.31839
MTHFD1L	0.94695
AKAP12	0.12511
ZBTB2	0.10663
RMND1	0.53943
ARMT1	0.45817
CCDC170	0.71076
ESR1	0.49466
SYNE1	1.8449e-7
MYCT1	0.54386
VIP	0.35262
FBXO5	0.0050647
MTRF1L	0.010789
RGS17	2.1817e-6
OPRM1	0.6136
IPCEF1	0.67337
CNKSR3	0.46173
LOC101928868	0.96394
SCAF8	0.005755
TIAM2	0.010716
TFB1M	3.7791e-4
CLDN20	7.3873e-4
NOX3	0.41686
ARID1B	0.011044
TMEM242	0.12167
ZDHHC14	0.021196
SNX9	0.57164
SYNJ2	0.0082782
SERAC1	0.25098
GTF2H5	0.038048
TULP4	0.10648
TMEM181	0.22813
DYNLT1	0.13711
SYTL3	0.64345
EZR	0.50169
LINC02901	0.19713
RSPH3	0.088212
TAGAP	0.054382
FNDC1	0.82861
SOD2	0.016371
WTAP	0.013622
ACAT2	0.034294
TCP1	0.048372
MRPL18	0.13066
PNLDC1	0.017597
MAS1	0.65132
IGF2R	0.70056
SLC22A1	0.30908
SLC22A2	0.024334
SLC22A3	0.67196
LPA	0.74744
PLG	0.63487
MAP3K4	0.52273
AGPAT4	0.62072
PRKN	0.85261
PACRG	0.77576
QKI	4.553e-5
C6orf118	0.17731
PDE10A	0.54408
TBXT	0.26465
PRR18	0.92158
SFT2D1	0.385
MPC1	0.32804
RPS6KA2	4.0402e-9
RNASET2	0.03218
CEP43	0.021631
CCR6	0.58554
GPR31	0.78205
TCP10L2	0.6574
UNC93A	0.95462
TTLL2	0.96016
TCP10L3	0.81775
AFDN	0.066303
HGC6.3	0.03209
KIF25	0.14301
FRMD1	0.84866
DACT2	0.79279
SMOC2	0.77989
THBS2	0.95757
WDR27	0.51755
C6orf120	0.10779
PHF10	0.1697
DYNLT2	0.21637
ERMARD	0.33309
DLL1	0.0083623
FAM120B	0.49052
PSMB1	0.81797
TBP	0.75943
PDCD2	0.68308
FAM20C	0.1818
FOXL3-OT1	0.72694
PDGFA	0.6945
PRKAR1B	0.059624
DNAAF5	0.0023033
SUN1	4.7364e-5
GET4	4.5146e-5
ADAP1	0.0019053
COX19	7.0259e-5
CYP2W1	0.0022149
C7orf50	0.017505
GPR146	0.09194
GPER1	0.025026
ZFAND2A	0.087418
UNCX	0.43311
MICALL2	0.92009
INTS1	0.87224
MAFK	0.41199
TMEM184A	0.71672
PSMG3	0.55335
ELFN1	0.32106
MAD1L1	1.2692e-7
MRM2	1.3695e-5
NUDT1	9.1794e-5
SNX8	2.5731e-5
EIF3B	0.42958
CHST12	0.04645
GRIFIN	0.82116
LFNG	0.084116
BRAT1	0.03153
IQCE	0.015382
TTYH3	0.023794
AMZ1	0.71006
GNA12	0.41021
CARD11	0.10019
SDK1	0.032765
FOXK1	0.091115
AP5Z1	0.17427
RADIL	0.29218
PAPOLB	0.39187
MMD2	0.43316
RBAK	0.43953
RBAK-RBAKDN	0.39773
WIPI2	0.58517
SLC29A4	0.14233
TNRC18	0.031881
FBXL18	0.8253
ACTB	0.5907
FSCN1	0.95987
RNF216	0.77133
OCM	0.2801
CCZ1	9.4417e-4
RSPH10B	0.48291
PMS2	0.0086301
AIMP2	0.0030861
EIF2AK1	0.043923
ANKRD61	0.050473
USP42	0.48614
CYTH3	0.2214
FAM220A	0.059217
RAC1	0.1307
DAGLB	0.15117
KDELR2	0.39086
GRID2IP	0.38695
ZDHHC4	0.27124
INTS15	0.098176
ZNF853	0.34975
ZNF316	0.085105
ZNF12	0.15976
CCZ1B	0.28341
C1GALT1	0.090832
COL28A1	0.12847
MIOS	0.49513
RPA3	0.70663
UMAD1	0.79317
GLCCI1	0.70258
ICA1	0.9314
NXPH1	0.41459
NDUFA4	0.083287
PHF14	0.013142
THSD7A	0.021058
TMEM106B	0.0090657
VWDE	0.76111
SCIN	0.53398
ARL4A	0.29539
ETV1	0.96619
DGKB	0.020667
AGMO	0.23409
MEOX2	0.60389
CRPPA	0.30344
SOSTDC1	0.16289
LRRC72	0.034436
ANKMY2	0.63225
BZW2	0.00664
TSPAN13	1.9512e-5
AGR2	0.5788
AGR3	0.26171
AHR	0.32798
SNX13	0.37285
PRPS1L1	0.56961
HDAC9	0.26306
TWIST1	0.31025
FERD3L	0.013837
POLR1F	0.66446
TMEM196	0.34265
MACC1	0.24015
ITGB8	0.062676
ABCB5	0.015301
SP8	3.8918e-4
SP4	6.0451e-9
DNAH11	0.40372
CDCA7L	0.54498
RAPGEF5	0.73848
STEAP1B	0.6455
IL6	0.5308
TOMM7	0.49719
HYCC1	0.33546
KLHL7	0.11837
NUP42	0.23412
GPNMB	0.091214
MALSU1	0.029435
IGF2BP3	0.05675
TRA2A	0.19051
CCDC126	0.34963
FAM221A	0.40361
STK31	0.25746
NPY	0.81893
PALS2	0.035278
GSDME	3.2543e-6
OSBPL3	0.015513
CYCS	0.54663
C7orf31	0.67237
NPVF	0.26775
LINC03007	0.20909
NFE2L3	0.15314
HNRNPA2B1	0.29525
CBX3	0.40039
SNX10	0.57178
LINC02860	0.75453
SKAP2	0.013421
HOXA1	0.0080548
HOXA2	0.010069
HOXA3	0.27953
HOXA4	0.51035
HOXA5	0.19863
HOXA6	7.8631e-4
HOXA7	0.30825
HOXA9	0.3368
HOXA10	0.53054
HOXA11	0.16374
HOXA13	0.49223
EVX1	0.26765
HIBADH	0.59152
TAX1BP1	2.4831e-5
JAZF1	0.045628
CREB5	0.023716
TRIL	0.58514
CPVL	0.97739
CHN2	0.090579
PRR15	0.36666
WIPF3	1.183e-5
SCRN1	1.4726e-4
FKBP14	2.5122e-5
PLEKHA8	2.1731e-6
MTURN	0.0060561
ZNRF2	0.75184
NOD1	0.68058
GGCT	0.01103
GARS1	0.063075
CRHR2	0.058645
INMT	0.95479
MINDY4	0.535
AQP1	0.34122
GHRHR	0.76443
ADCYAP1R1	0.48694
NEUROD6	0.61951
ITPRID1	0.80081
PPP1R17	0.06123
PDE1C	0.0093178
LSM5	0.22637
AVL9	0.26006
KBTBD2	0.7358
FKBP9	0.66597
NT5C3A	0.7395
RP9	0.24339
BBS9	0.38759
FLJ20712	0.2688
BMPER	0.096299
NPSR1	0.47193
DPY19L1	0.32158
TBX20	0.84144
HERPUD2	0.010994
SEPTIN7	0.0062725
EEPD1	0.93491
MATCAP2	0.028932
ANLN	0.034188
AOAH	0.090637
ELMO1	0.82818
GPR141	0.22453
NME8	0.50582
SFRP4	0.48642
EPDR1	0.63251
STARD3NL	0.77963
TRG	0.83339
TARP	0.74513
AMPH	0.9558
VPS41	0.60695
POU6F2	0.0076258
YAE1	0.0036496
RALA	0.054804
CDK13	0.070438
SUGCT	0.037917
INHBA	0.036247
GLI3	0.28502
C7orf25	0.51689
PSMA2	0.57473
MRPL32	0.66218
HECW1	0.80255
STK17A	0.59274
COA1	0.50043
BLVRA	0.53313
MRPS24	0.91957
URGCP-MRPS24	0.88157
URGCP	0.78817
UBE2D4	0.61439
SPDYE1	0.36262
DBNL	0.44188
PGAM2	0.49346
POLM	0.32303
AEBP1	0.59721
POLD2	0.4386
MYL7	0.89964
GCK	0.263
YKT6	0.023522
CAMK2B	0.078812
NUDCD3	0.47473
NPC1L1	0.18253
DDX56	0.0091014
TMED4	0.033696
OGDH	0.0010459
ZMIZ2	0.15294
PPIA	0.0087191
H2AZ2	0.11334
PURB	0.26664
MYO1G	0.0080869
CCM2	0.023995
NACAD	0.002559
TBRG4	0.0023916
RAMP3	0.65714
ADCY1	0.52703
GTF2IP13	0.47626
IGFBP1	0.50089
IGFBP3	0.77867
TNS3	0.10989
LINC02902	0.80072
PKD1L1	0.31353
PKD1L1-AS1	0.62679
HUS1	0.44363
SUN3	0.43781
C7orf57	0.77376
UPP1	0.58735
ABCA13	0.11772
VWC2	0.033649
ZPBP	0.18723
SPATA48	0.65286
FIGNL1	0.56674
DDC	0.63796
GRB10	0.047645
COBL	0.0071231
LOC101928675	0.7365
POM121L12	0.4958
VSTM2A	0.6132
SEC61G	0.51833
EGFR	0.1887
LANCL2	0.47787
VOPP1	0.58353
LOC101060341	0.8898
SEPTIN14	0.14456
ZNF713	0.01316
MRPS17	0.001681
