GENEID	BD_ATAC
LINC02352	1.54e-8
IMMP1L	2.46e-6
INPP5J	1.71e-5
C16orf58	8.42e-7
LOC283710	3.35e-7
LINC01791	7.02e-5
C5orf22	1.75e-5
PUM1	5.37e-6
PLA2G3	0.043662041
LINC02387	3.37e-8
AP4S1	3.06e-7
SUN5	6.54367e-4
AHSP	0.149928876
XDH	8.17e-5
ASIC2	3.09e-6
TEX26	5.78e-9
LINC00307	2.77e-5
ELP4	4.01e-7
RNF185	6.58e-6
YBX3P1	4.15243e-4
KLF13	4.35e-10
CLDN8	0.019372449
LIMK2	3.09e-7
ZEB1	9.22e-11
STT3B	5.45e-8
NKAIN1	1.53e-6
NOL4	1.21e-10
KRTAP24-1	0.004027765
HSPH1	1.45e-8
BPIFB3	0.361969636
LINC02501	1.05e-10
KRTAP25-1	0.150901939
DENND5B-AS1	7.14e-10
BPIFB4	0.008031804
PIK3IP1	8.82e-8
KRTAP26-1	0.021828114
HECTD1	4.39e-8
CLUHP3	4.23e-10
KRTAP27-1	0.002308366
KRTAP23-1	0.003642681
ZNF720	1.63e-7
BPIFA2	1.63e-5
PIK3IP1-AS1	0.001415125
PPP1R17	5.46e-6
KRTAP13-2	0.04031723
PATZ1	2.38e-6
DENND5B	5.8e-5
MIR4327	0.007737569
PDZD2	1.9e-8
LINC02506	9.12453e-4
KRTAP13-1	0.004257408
OSBPL10-AS1	6.23e-11
ZCCHC17	2.04e-6
VN1R3	3.11e-5
DRG1	8.76e-6
KRTAP13-3	0.02128474
BPIFA3	0.201675041
ETFBKMT	1.66e-8
KRTAP13-4	9.69287e-4
TSHZ3	1.52e-8
PAX6	5.92e-11
KRTAP15-1	0.049092829
HEATR5A	2.57e-7
KRTAP19-1	0.032909429
FABP3	1.29e-7
AA06	4.16e-5
KRTAP19-2	0.818918338
BPIFB1	3.18e-5
KRTAP19-3	0.087969245
SERINC2	0.012869742
KRTAP19-4	0.018659273
KRTAP19-5	0.013192118
SRD5A2	7.81e-7
ZNF267	1.34e-7
EIF4ENIF1	3.16e-6
SFI1	7.42e-8
LOC100505502	1.71e-8
AMN1	5.88e-6
LOC101927124	2.12387e-4
PAUPAR	8.8452e-4
KRTAP19-6	3.71277e-4
ZNF860	5.03e-9
DTD2	1.71e-5
KRTAP19-7	0.066240543
KRTAP22-2	1.65e-5
H3F3C	3.61e-5
KRTAP6-3	9.8431e-4
KRTAP6-2	0.423718288
GPR33	7.14292e-4
KRTAP22-1	0.223024092
THEG5	8.16458e-4
KRTAP6-1	0.013303896
CDK5RAP1	1.64e-5
B3GLCT	2.05e-7
KRTAP20-4	3.59e-5
LINC01946	1.00657e-4
ACO1	2.96e-6
KRTAP20-2	4.08169e-4
MIR4279	4.58e-9
MIR7109	9.74e-8
LOC100506675	2.5e-8
SNTA1	2.39e-9
OTUD7A	5.34e-7
KRTAP20-3	0.010971647
LINC02422	4.27e-7
TINAGL1	0.001146415
RXFP2	1.1e-6
HERC2P4	0.001948952
PISD	2.69e-7
OSBPL10	4.62488e-4
NRG1-IT1	1.06e-7
CBFA2T2	8.53e-7
KRTAP21-3	8.17e-5
HCRTR1	5.36769e-4
GOLPH3	3.22e-9
PEF1	1.87e-6
RCN1	1.88e-7
KRTAP21-2	0.005312279
PRR14L	1.98e-5
DEPDC5	9.02e-7
KRTAP21-1	0.044183047
RESF1	3.69e-9
KRTAP8-1	0.006923468
COL16A1	4.97e-6
LOC105377651	4.57e-6
NUBPL	1.85e-9
KRTAP7-1	3.76e-5
GPD1L	2.35e-8
LOC102723753	0.938959846
MEMO1	1.78e-5
DTNA	1.06e-9
ARHGAP12	2.1e-7
MIR4254	9.26e-5
C20orf144	3.01e-7
ADGRB2	2e-6
ACTL10	4.66e-6
NECAB3	3.45e-7
MTMR12	3.74e-7
DPY30	1.32e-7
CHRNA7	3.28e-9
BICD1	1.96e-7
TP53TG3D	2.39e-5
SPOCD1	2.23e-5
E2F1	6.62e-8
SNORA88	3.39e-6
SPAST	1.59e-6
C22orf24	2.6e-7
KRTAP11-1	1.86e-5
PXMP4	1.57e-7
NRG1-IT3	1.02e-8
ZNF341	1.11e-5
YWHAH	4.77e-7
CMTM8	5.06e-8
PTP4A2	1.43e-5
ZNF341-AS1	0.028367412
LINC02558	2.31e-6
CMTM7	3.13e-7
MIR579	1.03e-8
SLC30A6	3.41e-6
CHMP4B	1.46e-5
LINC01533	1.02694e-4
WT1	1.82e-6
EEF1DP3	5.29e-9
KIF5B	1.53e-6
LOC390705	6e-5
DDX58	2.83e-5
KRTAP19-8	9.31e-9
PDE1C	3.06e-7
LINC02313	4.87e-9
KHDRBS1	3.02e-5
SLC5A1	9.5952e-4
NLRC4	0.154568319
WT1-AS	1.06e-5
YIPF4	7.5e-6
ZFR	2.41e-7
CMTM6	9.78e-8
AP1B1P1	2.3188e-4
LSM5	3.2e-5
LINC02353	3.56e-7
LINC01989	2.17988e-4
SUB1	6.22e-12
AVL9	4.36e-8
TMEM39B	1.33e-7
ARHGAP5-AS1	7.25e-7
TIAM1	6.4e-10
EIF3M	2.94e-6
SMIM27	4.04706e-4
MIR548AY	3.36e-6
FGD4	4.32e-10
MIR5585	0.350816188
HLA-DRB1	0.010412213
C22orf42	0.00337893
KPNA6	1.48569e-4
RALY	1.23e-7
CCL2	1.87111e-4
NDUFB6	2.22e-5
ARHGAP5	0.017782669
RFPL2	3.28e-5
SLC5A4-AS1	7.75e-7
FRY-AS1	2.08e-7
LOC105369266	1.34e-5
MIR3915	0.04561374
HLA-DQB1	0.1306533
FRY	9.77e-7
LOC102031319	0.013218526
TXLNA	5.14e-6
NPR3	4.52e-9
BIRC6	3.95e-7
DYNC1LI1	1.06e-8
MIR4755	2.53e-5
CCDC28B	1.42e-6
EPC1	1.03e-6
RNU6-1	2.19e-7
IQCC	1.93e-7
TAF1L	1.98e-10
SLC5A4	6.07362e-4
DCDC2B	0.065818415
EIF3I	7.83933e-4
TMEM234	7.77e-6
LINC01782	0.012688075
CCL1	5.53687e-4
MAPRE2	2.86e-11
EIF2S2	3e-6
RNU6-8	2.47e-8
RFPL3	3.38e-5
MTMR9LP	4.46105e-4
CNOT10	4.47e-5
LOC101929431	1.89e-7
MIR558	3.90272e-4
FAM167B	0.034657099
DPY19L1P1	1.24e-9
CCDC7	4.79e-6
LCK	0.004199124
HDAC1	9.79279e-4
ZNRF2P1	3.28e-6
LOC339666	0.826724266
ZNF397	1.78e-6
BIRC6-AS2	1.09e-6
ASIP	1.65e-6
LINC00997	1.16e-6
MARCKSL1	2.49e-6
RTCB	1.48925e-4
CCDC73	3.77e-8
FAM229A	5.9e-6
TMEM215	2.1e-11
TRIM71	9.62e-8
SLC6A10P	6.65e-5
LINC02256	0.001667392
TSSK3	0.008820483
ZAR1L	2.15e-7
ZNF507	1.81e-5
ZSCAN30	5.57e-7
PRRG4	2.28e-6
TTC27	2.1e-8
DNM1L	7.07e-9
BSDC1	4.16e-8
LOC400684	0.001612671
FBXO7	2.18e-5
ZNF271P	1.77624e-4
BRCA2	8.39e-6
AHCY	3.11e-7
DPY19L3	1.21e-5
DPY19L1P2	5.63e-8
MIR548F5	0.094365429
ZNF24	7.21e-6
C17orf102	1.41e-7
ARHGAP11A-SCG5	1.74e-5
QSER1	3.46e-5
APTX	8.91e-7
ZBTB8B	2.49e-7
SCG5	7.87e-9
MIR4765	2.582e-4
KBTBD2	3.56e-6
LINC02120	1.75e-7
ITCH	3.06e-5
LOC105370757	4.26425e-4
ZNF396	1.52e-7
LOC150051	1.41e-8
TMEM132E	2.20976e-4
YARS2	1.08e-6
DEPDC7	6.18e-6
RP9P	1.78e-6
LINC00486	2.88e-5
N4BP2L1	8.31e-7
ZBTB8A	2.10451e-4
GREM1	0.010343453
MIR644A	7.73e-5
AKAP6	2.12e-9
INO80C	1.5e-7
SOD1	2.9e-10
FKBP9	3.73e-9
DNAJA1	9.82e-10
MICOS10P1	1.52e-6
TCP11L1	1.7e-8
SMU1	1.14e-5
CCR4	1.27e-5
PDCD5	9.69e-7
N4BP2L2-IT2	0.462518861
LINC00294	1.2e-5
PKP2	2.78e-8
NT5C3A	1.73e-5
DYNLRB1	3.17e-6
N4BP2L2	7.34206e-4
GLB1	1.07e-5
ZBTB8OS	1.27e-6
MIR12117	7.82e-9
SNORA68B	0.003384929
RBBP4	0.042734891
MAP1LC3A	1.25e-8
RP9	3.56e-7
LINC02160	2.2e-9
CRTAP	5.34e-7
CSTF3	2.81e-7
B4GALT1-AS1	2.14e-6
MIR3975	1.53e-6
ANKRD27	3.08e-8
B4GALT1	5.78e-7
SYNC	4.42e-5
NPAS3	4.74e-8
SCAF4	1.66e-10
LOC100131315	8.84e-8
SNORA86	3.115e-4
NUDT19	1.39229e-4
CSTF3-DT	2.69e-6
TIMP3	2.11e-6
PDS5B	1.25293e-4
KIAA1522	1.41e-6
BBS9	2.01e-6
SPINK4	6.56e-6
SUSD5	8.21e-9
HUNK	1.83e-9
TDRD12	2.75639e-4
BAG1	3.73e-5
PIGU	1.58e-7
FUT10	2.8e-8
ITGB1	1.33e-10
S100PBP	1.4e-7
NFX1	5.18e-7
GALNT1	5.23e-9
CCT6B	4.13085e-4
TP53INP2	3.4e-8
LIG3	7.54e-6
HIPK3	8.95e-7
FBXL2	1.79e-7
MAK16	3.6e-6
FNDC5	2.37e-6
HPCA	3.02e-5
TMEM54	9.39606e-4
SNORD13	1.99e-6
AQP7	3.32e-10
SLC7A9	0.00239481
SYNGAP1	0.002024394
NCOA6	1.7e-7
RFFL	4.36e-6
RNF122	2.14e-6
HMGB3P1	0.003143314
LINC00159	1.17e-7
RNF19B	5.55e-7
MIR187	4.88e-6
LTBP1	9.15e-9
UBP1	1.2e-7
CEP89	0.00141524
ENPP7P13	3.64988e-4
RAD51D	6.87e-7
AQP3	7.06e-6
SYN3	3.79e-8
FNDC8	0.061236011
MIR6851	0.174267693
GGT7	1e-5
FAAP24	6.6e-7
ACSS2	3.39e-7
NLE1	3.44e-6
ZBTB9	2.00878e-4
TARS	1.73e-11
NOL6	2.05097e-4
DUSP26	2.3e-8
UNC45B	0.13958828
FMN1	2.96e-10
KIAA1549L	1.15e-7
IATPR	1e-9
AK2	2.7e-7
MIR4430	1.79e-6
SUGT1P1	3.3e-6
SLC35G3	6.83523e-4
LINC00423	1.87e-6
LINC01640	1.90667e-4
TMCO5B	2.87e-5
MIR3929	1.18946e-4
BAK1	9.16e-8
MYH7B	2.88e-6
KL	1.23e-5
AZIN2	6.6e-7
GSS	0.010017705
ANKRD18B	1.76e-6
GGNBP1	8.96e-6
RHPN2	1.80148e-4
LINC00336	0.015745415
NRP1	3.63e-10
SLFN5	4.47e-6
GPATCH1	7.64e-7
MIR499A	0.005386656
MIR499B	2.07e-7
ITPR3	0.070566574
C18orf21	2.16e-6
LOC101928134	1.98e-9
LOC101929188	0.00150482
C11orf91	2.78e-10
ANXA2P2	0.001350756
MIS18A	1.71e-7
RPRD1A	1.68e-6
WDR88	4.86e-5
TRIM62	1.2e-5
MIR3934	0.069397993
LRP3	3.46e-7
ADAMTS12	2.35e-5
PTENP1-AS	1.21999e-4
UQCC2	2.71163e-4
TRPC4AP	6.55e-6
CLASP2	3.89e-8
MRAP	2.9e-5
SLC7A10	0.009288721
SNORA80A	8.66e-5
SLC39A6	5.13e-7
ELP2	4.33329e-4
IP6K3	8.01e-5
SLFN11	2.27e-6
ZNF362	6.39e-6
LINC01251	6.42e-6
STARD13	7.51e-10
EDEM2	4.22e-5
RASGRP3	7.59e-6
PRSS3	1.6991e-4
SYT10	2.89e-12
LEMD2	1.8e-5
CD59	3.27e-9
PROCR	0.736186975
LOC101927809	3.66e-8
A3GALT2	1.37e-5
URB1	1.08e-7
MOCOS	1.87e-8
MIR9901	0.00703104
CEBPA	6.6e-8
FBXO3	2.68e-7
MLN	2.53055e-4
CEBPA-DT	0.050997543
MIR3605	0.02428314
LOC105374454	5.34e-5
PHC2	1.55e-8
UBE2R2	4.8e-5
EVA1C	5.12e-8
MMP24	0.003311654
LOC101929464	0.623315792
FAM98A	2.7829e-4
FBXO3-DT	3.03e-6
LOC101928622	2.63e-9
LINC01016	2.78e-5
STARD13-AS	1.75e-5
CEBPG	4.66e-8
MMP24OS	3.25e-11
SLFN12L	0.066345289
MIR7159	0.047127962
EIF6	3.79e-7
RYR3	6.7e-8
FAM83C-AS1	0.588940415
LMO2	1.49e-7
FAM83C	9.13e-5
SNHG30	1.63649e-4
LINC01317	3.82e-5
PEX12	5.52e-8
AP2B1	5.62e-5
UBAP2	1.26e-7
FHOD3	6.9e-12
RXFP3	2e-8
MIR4764	3.16e-6
ZSCAN20	1.39e-6
SNORD121B	0.2131197
TCP10L	1.23e-8
MIR1275	0.021854223
SNORD121A	1.87744e-4
SLC45A2	2.64e-8
MYADML	1.57e-6
UQCC1	2.94e-5
AMACR	2.46e-12
PEPD	7.31e-10
RASL10B	0.198262867
CFAP298	4.4e-10
MIR1289-1	1.04489e-4
SNORA89	2.2e-9
GDF5	8.44e-7
C1QTNF3	1.26e-8
CEP250	5.09e-5
LINC02344	8.42e-7
CAPRIN1	2.65e-5
BMPER	1.03e-10
C1QTNF3-AMACR	0.121395472
C20orf173	1.04151e-4
SYNJ1	1.01e-6
SNORA50B	3.35e-6
CHST8	1.22122e-4
GRM4	1.0772e-4
PAXBP1-AS1	0.005184898
DCAF12	2.44e-6
ERGIC3	1.39e-5
PDCD6IP	6.73e-10
LOC646652	7.23302e-4
NAT10	4.37e-7
UBAP1	3.92e-5
FER1L4	2.77e-5
LARGE-AS1	7.62e-5
SPAG4	1.08e-8
HMGA1	4.11e-9
ALG10	5.38e-10
HMGB4	8.69e-5
MIR6835	1.54e-6
C21orf62	1.11888e-4
SMIM29	1.02e-5
LARGE1	1.57e-5
CHRM5	9.42e-9
RBM12	1.46e-7
KIF24	1.62e-5
RDM1	3.07844e-4
NFS1	1.1e-7
CCL16	0.592274333
LOC105372071	2.1e-9
CCNYL3	3.76942e-4
NUDT2	3.07e-5
RBM39	7e-6
CSMD2-AS1	1.74e-5
LINC01690	1.63586e-4
FAM47A	2.3812e-4
AVEN	1.05e-7
KCTD15	1.32e-6
PHF20	2.38e-6
NUDT3	1.18e-5
TPGS2	3.49e-10
ABTB2	8.3e-8
CCL18	4.67e-6
MYORG	1.82e-6
C9orf24	1.25e-10
RPS10	4.1328e-4
RPS10-NUDT3	4.78e-5
EMC7	2.78e-5
OLIG2	4.26483e-4
LINC00838	3.2e-10
PGBD4	0.017681406
CCL3	0.006735998
UBE2MP1	0.003580137
FAM219A	4.39e-7
LINC00945	0.005756946
OLIG1	2.3531e-4
LINC01318	2.07e-9
LOC112268173	0.008108017
CAT	5.17087e-4
LOC101928107	0.005042834
LSM14A	2.36e-6
PACSIN1	1.54e-8
KATNBL1	1.3e-5
EMC4	1.93e-5
ENHO	2.48e-6
ELF5	3.19e-7
NPSR1	9.71e-9
EGLN3	1.07e-9
SCAND1	5.56e-6
CNTFR-AS1	5.09e-8
RFC3	5.26e-13
LINC01548	8.07e-8
SPDEF	5.18e-7
CNBD2	0.072133921
CNTFR	5.87e-8
RAI14	1.57e-8
IFNAR2	1.82e-9
SLC12A6	6.47e-6
RPP25L	4.86e-9
LINC01566	0.037248058
DCTN3	5.13e-8
LINC01320	5.11e-7
CSMD2	2.14e-7
ARID3C	1.67e-6
IL10RB-DT	1.27964e-4
SIGMAR1	1.55e-9
NOP10	0.002302344
IL10RB	5.12e-6
LOC105372069	2.69e-6
GALT	2.21e-7
NORAD	7.37e-8
IL11RA	6.12e-6
LPCAT4	1.86e-7
FRG2DP	0.001241212
EHF	2.78e-7
LOC101929243	4.61e-6
LOC730098	1.01e-6
TMEM47	5.49e-6
CCL19	0.005283176
CCL21	9.14e-7
SNRPC	3.51e-5
GOLGA8A	1.51726e-4
C1orf94	8.92e-7
IFNAR1	9.73e-6
EPB41L1	1.02e-6
LOC100130373	1.31514e-4
UHRF1BP1	4.31e-7
FAM205A	3.6827e-4
TP53TG3HP	4.68556e-4
LINC01288	1.65e-6
IFNGR2	9.04e-9
KIAA0355	0.645064897
TTC23L	4.4e-10
MIR1233-1	3.29e-5
FAM205BP	9.14107e-4
AAR2	5.1e-5
SPTSSA	2.35e-10
FAM47B	1.41314e-4
TAF11	2.76e-5
GPI	6.71e-9
ANKS1A	7.43e-8
PARD3	5.8e-9
GOLGA8B	2.91e-9
LOC105372068	8.81e-10
NPSR1-AS1	3.89e-8
DNAJC28	0.815698849
PDCD2L	7.23e-6
RAD1	1.06e-6
FAM205C	1.77464e-4
GART	1.19e-5
UBA2	2.45321e-4
MIR6501	0.056034099
PDHX	7.88e-6
DNAJC21	7.24e-9
DONSON	9.39e-9
PHF24	1.54e-5
LINC02252	3.11e-5
DNAJB5-DT	1.2e-8
CRYZL1	0.75256038
DNAJB5	1.52e-5
WTIP	2.71612e-4
MIR1343	2.65919e-4
AGXT2	1.54e-9
EAPP	5.19e-9
SNORA111	1.75e-11
TCP11	8.41473e-4
RNU1-2	2.07241e-4
GJD2	1.38e-10
LINC02343	1.78e-7
C9orf131	0.001382117
LOC100507144	6.34e-9
LOC101928174	5.96667e-4
VCP	1.7e-6
MRM1	9.18e-5
FANCG	5.94e-7
SCGB2B2	8.90451e-4
DLGAP4	9.98e-7
LINC02167	0.077314802
PIGO	1.96e-5
SNX6	6.21e-8
STOML2	4.5e-8
DPY19L1	2.18e-8
FAM214B	8.95e-9
ITSN1	7.01e-8
MIR552	1.16e-6
SCGB2B3P	9.41e-7
PARD3-AS1	3.29e-8
MYL9	2.33e-7
ACTC1	1.13e-10
SCGB1B2P	0.004235748
LHX1-DT	0.102230315
CD44	9.7344e-4
SCUBE3	0.002860903
UNC13B	0.005220506
ZNF302	3.52e-7
CELF4	3.53e-10
CFL2	2.83e-9
UNC5D	4.83e-11
TGIF2	0.053915246
GJB5	7.36e-5
ISX-AS1	4.52e-6
ZNF181	7.35e-5
DPY19L2P1	9.11e-9
ZNF76	1.12e-5
LINC02484	6.17e-9
RAB5IF	2.12e-5
GJB4	0.698250867
SNORD164	1.4e-10
MIR4318	5.11e-10
GJB3	5.4e-8
ZNF599	0.052052766
ATP5PO	2.19e-9
AQR	9.27e-10
DEF6	9.42e-9
GJA4	0.263203599
TBX20	0.149025441
PRLR	4.66e-9
SLA2	4.7494e-4
AATF	4.98e-6
ZNF770	1.58e-8
PPARD	9.56e-6
LOC112268124	2.42e-6
LINC00649	7.58e-14
LINC01801	2.77e-6
LINC00457	1.22e-9
SMIM12	2.13e-5
LOC101928126	9.23e-7
LOC401324	0.003543354
MIR3611	0.180775491
NANOGP8	1.08e-6
NDRG3	4.02e-8
CUL2	2.28e-5
IGBP1P1	0.532082012
DSN1	6.09e-6
MRPS6	1.89e-7
ATP8B5P	0.567201054
DLGAP3	4.27e-6
FANCE	8.5e-6
ZNF30	9.93e-5
LOC101928135	5.73e-9
ISX	0.075131652
RPL10A	5.22e-6
SLC1A2	1.81e-9
LOC653160	0.03232371
MIR7111	0.105900752
TMEM35B	9.47e-9
SRP54-AS1	1.41e-7
SOGA1	2.07e-6
ZNF792	0.003465892
MIR2909	7.25e-5
TEAD3	6.29e-6
SRP54	0.698533114
ANP32AP1	2.25e-6
RUSC2	5.62e-7
GRAMD1A	8.23e-7
ZMYM6	4.59e-5
SNORA90	0.001179979
SLC5A3	2.83e-10
LINC00310	7.23e-14
CREM	6.79e-13
PAMR1	6.08e-10
FAM177A1	9.07e-7
TLDC2	3.6e-5
SCN1B	9.65e-7
HPN	3.59525e-4
ZMYM1	7.18e-5
MAGEB16	0.004583795
TULP1	1.48127e-4
LOC101927178	0.07894916
FAM166B	1.93e-7
MIR5690	6.5198e-4
SAMHD1	1.03e-7
HPN-AS1	7.37e-5
LOC101929550	8.64e-10
PPP2R3C	4.72e-6
MIR3942	4.26e-7
TESK1	2.66e-5
FXYD3	8.12e-6
MIR4667	1.94209e-4
LINC01399	0.006260759
MIR6887	2.62e-6
PRORP	8.18e-7
LGI4	2.35e-7
CD72	0.050109107
FXYD1	2.56e-10
MIR548AD	9.39909e-4
FJX1	4.86e-7
FXYD5	0.006422185
LOC101926948	7.8e-9
HMGXB4	1.17e-6
SPEF2	3.7e-10
RMRP	2.26e-6
SFPQ	1.05e-6
HERPUD2	1.28e-8
ARHGEF39	3.69e-6
CA9	0.015092155
ARPP21	3.51e-9
TPM2	1.61e-7
TOM1	1.72e-8
FKBP5	2.97e-7
LOC285847	1.87606e-4
ARMC12	4.28e-5
ACACA	3.13e-5
MIR6852	0.071837272
PSMA6	6.07e-8
FAM187B	0.050836409
KCNE2	1.1e-8
RBL1	1.68042e-4
TLN1	0.012102608
C17orf78	0.028005666
MIR3909	0.132827592
CREB3	2.21e-6
LSR	0.049545667
CLPSL2	0.295181553
MIR6069	9.69e-10
SMIM11A	6.26e-6
GBA2	3.75e-7
CCNY	3.87e-9
CLPSL1	0.006525706
SMIM11B	1.79e-8
MSMP	3.34e-7
ZMYM4	1.86341e-4
CLPS	4.58626e-4
USF2	4.36e-5
FAM243A	0.082280175
TADA2A	1.89e-5
HMOX1	1.52e-5
LOC100506725	3.95e-7
HAMP	0.013603097
LHFPL5	1.90437e-4
FAM243B	0.952265183
MAG	0.002434489
NPR2	1.53e-6
GJD4	1.22e-10
MCM5	1.06e-5
SMIM34A	3.79e-7
IL7R	1.45e-9
TRIM44	1.23e-9
RPN2	3.4e-6
CD22	0.77549715
MIR128-2	7.01e-9
DPH6	1.22e-5
SPAG8	2.96e-7
HINT2	5.05e-6
KCNE1	1.97813e-4
MROH8	5.59e-7
FAM221B	4.72842e-4
TMEM8B	6.38e-9
SEPTIN7-AS1	1.36e-5
MIR5196	3.62651e-4
FFAR1	0.093604823
DUSP14	7.67e-10
OR13J1	3.1e-5
MAB21L1	5.14e-6
SRPK1	1.16e-6
NFKBIA	3.4e-8
LINC01531	0.751445812
GHRH	0.0063744200000000004
CAPSL	5.06e-10
HRCT1	8.44e-5
ZMYM4-AS1	3.84883e-4
ARAP2	5.03e-9
MANBAL	1.2641e-4
SPAAR	2.20933e-4
MIR4683	8.35e-7
FFAR2	0.001831788
FZD8	1.06e-6
RASD2	1.66e-7
CFAP47	2.2251e-4
LOC100506406	1.73e-8
SEPTIN7	7.6e-7
OR2S2	2.96762e-4
LDLRAD3	2.51e-6
DPH6-DT	2.06e-10
SYNRG	9.41e-6
SRC	6.95e-9
KRTDAP	0.006080866
SLC26A8	0.514562471
MAPK14	3.34e-6
KIAA0319L	1.99278e-4
DMKN	0.018601184
RCAN1	9.11e-9
INSM2	7.16e-11
DDX52	2.29e-5
SBSN	0.004424872
NCDN	1.34e-6
MB	0.005618576
UGT3A1	2.5e-6
TFAP2E	0.001930252
TMEM147	7.99e-6
RECK	1.78e-7
MIR4510	2.48e-7
APOL6	9.56666e-4
ATP4A	0.393843288
MIR3973	1.79e-10
CLIC6	0.00481685
UGT3A2	3.91e-5
NBEA	2.68e-8
LINC00160	0.018854511
MAPK13	4.47e-5
HAUS5	5.3e-6
PSMB2	9.91944e-4
PCAT5	6.88e-10
APOL5	0.058616706
RBM42	2.39e-5
ETV2	6.46e-6
GLIPR2	3.97e-5
COX6B1	6.04e-8
MIR580	0.287664994
NNAT	0.165281213
LOC101928618	9.52e-8
BLCAP	5.2e-7
HNF1B	6.92411e-4
UPK1A	0.136001294
SNORA101B	1e-6
BRPF3	2.26e-6
CCIN	1.63e-5
EEPD1	1.22e-6
LINC01426	7e-10
LOC101928510	1.96e-9
SKP2	1.62e-8
C1orf216	4.09e-7
ZBTB32	2.36e-9
LINC00445	3.86e-9
NADK2	3.23e-8
YWHAEP7	0.550825189
KMT2B	1.42e-5
CLTA	1.97e-6
STAC	3.14e-7
LINC00489	0.020790671
IGFLR1	2.72e-8
CLSPN	5.37e-8
U2AF1L4	1.31e-6
LIN37	1.35e-7
HSPB6	8.47e-5
PROSER3	1.04e-8
PNPLA1	6.99e-6
LOC439933	3.03e-8
GNE	2.62e-6
COMMD9	9.17e-10
ARHGAP33	1.77e-6
AGO4	1.33e-6
RALGAPA1	1.01e-7
LINC01529	0.00525335
BNIP5	6.84e-5
PRODH2	7.1e-5
LOC100287792	0.665992826
RANBP3L	1.38e-11
CRIM1-DT	3.25e-7
DTHD1	2.52e-6
NPHS1	0.040270404
MIR924	2.95e-11
BRMS1L	3.65e-8
ETV7	0.076649276
KIRREL2	0.37956698
AGO1	2.3e-6
RBFOX2	1.22e-6
KCNU1	8.82e-8
RUNX1-IT1	5.63e-7
APLP1	2.18922e-4
CTNNBL1	3.92e-5
MIR1255B1	5.63e-7
NFKBID	0.003065896
KCTD20	1.31e-5
HCST	0.428396427
AGO3	1.34e-7
TYROBP	0.008343034
KIAA0895	1.17e-7
PRR5L	3.06e-5
LRFN3	4.82e-6
ANLN	2.85e-8
LOC105372383	0.004569151
RNF38	2.46e-5
SDHAF1	3.45e-6
SYNE4	1.03289e-4
ALKBH6	1.44e-8
STK38	3.27e-6
APOL3	9.04e-6
TRAF6	9.7e-9
CLIP3	3.57e-7
LINC00609	2.18e-11
VSTM2L	2.86731e-4
THAP8	2.09e-6
TEKT2	4.4284e-4
ADPRHL2	2.98e-5
WDR62	3.68223e-4
SRSF3	1.06726e-4
MELK	4.28e-8
COL8A2	6.10662e-4
OVOL3	0.012558639
LINC02505	2.44e-9
RAG1	1.68e-8
APOL4	0.005540593
MIR3925	0.003550969
TBCB	4.5e-7
C11orf74	5.87e-6
TRAPPC3	3.99e-7
TTI1	1.57e-5
RUNX1	3.64e-6
CAPNS1	1.52e-8
PANDAR	0.004652182
APOL2	1.47e-7
MAP7D1	2.26e-7
AOAH-IT1	2.05e-7
CDKN1A	3.75e-6
DCLK1	5.4e-11
SLC1A3	3.1e-10
APOL1	9.78e-5
COX7A1	0.001658514
RPRD1B	2.24904e-4
CRIM1	5.85e-8
THRAP3	2.17e-6
PTCSC3	1.22e-8
RAB44	0.211652147
ZNF565	6.82e-7
SRCIN1	7.7e-8
RAG2	5.4e-11
FEZ2	1.36e-8
MIR6819	1.17e-5
CPNE5	2.06e-6
NIPBL-DT	1.65e-8
MIR4475	1.49e-6
SH3D21	5.49e-10
LOC100506403	2.44e-7
MYH9	4.44e-9
SOHLH2	0.003052075
DCLK3	1.19e-6
EVA1B	9.33465e-4
LINC00665	2.84e-8
EPOP	5.9e-8
MBIP	3.55e-7
TGM2	3.09e-5
PPIL1	5.22e-7
AOAH	4.02e-6
LOC149684	4.61897e-4
LOC105371763	0.010111105
TXN2	6.05e-8
STK40	9.6e-7
C6orf89	1.68e-5
MIR4734	7.45e-7
MLLT6	6.21e-6
LSM10	5.74e-6
ZFP14	4.9e-7
CCDC169	2.89e-8
MIR4540	0.003802268
MIR4726	4.6076e-4
C15orf41	1.43e-8
CISD3	3.87e-8
SNORA63C	1.35e-5
KIAA1755	0.002469384
PCGF2	0.001007653
FOXRED2	6.68e-6
LOC100287808	1.02e-6
PI16	2.28e-8
PSMB3	1.21e-6
ZFP82	0.001023649
LINC02033	1.38e-8
LOC644189	0.001092026
MIR4476	2.23052e-4
OSCP1	1.17e-9
SFTA3	6.56e-5
EIF3D	8.77e-5
MRPS15	2.13e-7
BPI	0.002794684
SPART	7.03e-9
LINC02616	7.72e-10
MTCH1	1.95e-5
PIP4K2B	6.23e-8
LBP	0.00132903
LOC728752	5.39e-6
CWC25	1.22e-5
MIR1200	1.29e-9
TRANK1	9.33e-9
FGD2	5.02e-7
NKX2-1-AS1	0.006197313
NKX2-1	0.004002848
NIPBL	2.27e-8
CCNA1	3.85e-13
CSF3R	1.97e-7
RPL23	3.42e-8
EPM2AIP1	4.74e-5
ZNF260	5.41e-7
PAX5	2.361e-4
LASP1	2.74e-9
NKX2-8	8.93e-7
VIT	2.27e-6
