GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
FAM47E-STBD1	4	77172853	77232283	224	18	403882	-0.42599	0.66494
STBD1	4	77227179	77232283	9	4	389041	-1.1093	0.86634
CCDC158	4	77234192	77333285	167	17	403579	-0.61874	0.73196
SHROOM3	4	77356253	77704406	954	56	400893	0.88055	0.18928
SOWAHB	4	77816082	77819002	7	2	352923	0.19349	0.42329
SEPTIN11	4	77870895	77961307	228	18	395193	-1.0927	0.86274
CCNI	4	77968308	77998719	56	12	395795	-0.59272	0.72332
CCNG2	4	78078357	78091213	27	8	354808	2.2096	0.013567
CXCL13	4	78432907	78532988	153	27	381898	-1.432	0.92393
CNOT6L	4	78634541	78740764	173	16	403094	-0.84375	0.8006
MRPL1	4	78783805	78873944	209	17	395122	-0.45902	0.67689
FRAS1	4	78978724	79465423	1569	48	395301	-0.33423	0.6309
ANXA3	4	79472742	79531605	132	16	402378	-0.35746	0.63963
BMP2K	4	79697532	79837519	203	10	391527	-0.37632	0.64666
PAQR3	4	79836364	79860582	61	5	409336	0.059157	0.47641
NAA11	4	80238272	80247171	5	2	408783	2.5547	0.0053134
GK2	4	80327507	80329372	1	1	411573	-0.54174	0.706
ANTXR2	4	80822771	80994626	460	26	402940	-1.0796	0.85984
PRDM8	4	81105033	81125483	61	10	387843	0.49331	0.3109
FGF5	4	81187742	81212171	74	12	353393	-0.040602	0.51619
CFAP299	4	81256861	81884910	1238	34	393998	-0.26533	0.60462
BMP3	4	81952119	81978685	55	8	404104	-1.0936	0.86294
PRKG2	4	82008643	82136271	291	19	398600	-1.7646	0.96119
RASGEF1B	4	82347547	82393082	92	15	395822	0.91673	0.17964
HNRNPD	4	83274467	83295149	44	6	385301	0.39162	0.34767
HNRNPDL	4	83343717	83351378	26	6	394471	2.1424	0.016079
ENOPH1	4	83351726	83382245	71	18	400166	2.2686	0.011647
TMEM150C	4	83404329	83483595	186	34	392462	0.031082	0.4876
SCD5	4	83550690	83720010	772	51	401869	-0.31079	0.62202
SEC31A	4	83739814	83812419	163	10	395340	0.065782	0.47378
THAP9	4	83821837	83841284	31	4	397074	1.0673	0.14291
LIN54	4	83845756	83934097	178	10	403774	1.2801	0.10025
COPS4	4	83956239	83996971	49	10	390228	0.86039	0.19479
PLAC8	4	84011201	84035911	52	9	388821	-1.2361	0.89178
COQ2	4	84184972	84206067	46	8	402030	-1.2623	0.89659
HPSE	4	84213614	84256306	118	11	402309	-1.3311	0.90842
HELQ	4	84328496	84377162	79	11	406374	1.0104	0.15615
MRPS18C	4	84377085	84382929	12	5	362210	1.1978	0.11549
ABRAXAS1	4	84382092	84406290	50	5	401699	1.3183	0.093694
GPAT3	4	84456886	84527028	165	14	402538	1.0638	0.14371
NKX6-1	4	85414436	85419387	8	3	353815	-1.2793	0.8996
CDS1	4	85504057	85572493	111	15	400167	-1.2451	0.89344
WDFY3	4	85590690	85887544	316	22	397215	-1.6246	0.94788
ARHGAP24	4	86068860	86923823	2797	93	398751	-0.24415	0.59644
MAPK10	4	86933452	87374283	1137	46	397821	3.1045	0.00095293
PTPN13	4	87515468	87736332	551	13	395817	-1.449	0.92633
SLC10A6	4	87744477	87770416	30	8	402627	-0.71512	0.76273
C4orf36	4	87797358	87824820	71	8	406724	-0.28395	0.61178
AFF1	4	87855758	88062206	457	30	398828	1.2519	0.1053
KLHL8	4	88081260	88161466	151	19	400440	0.17754	0.42954
HSD17B13	4	88224941	88244056	51	11	387663	-1.0505	0.85326
HSD17B11	4	88257691	88312455	171	17	405278	-0.24552	0.59697
NUDT9	4	88343728	88380606	87	12	397418	-0.099425	0.5396
SPARCL1	4	88394483	88450798	174	13	404350	1.4337	0.075825
DSPP	4	88529681	88538025	17	4	408070	1.0258	0.15248
DMP1	4	88571454	88585513	31	6	406984	0.64411	0.25975
IBSP	4	88720702	88733601	40	10	366435	-0.3812	0.64847
MEPE	4	88742563	88767969	92	15	396297	-0.98031	0.83653
SPP1	4	88896802	88904563	19	6	377909	-1.0683	0.8573
PKD2	4	88928799	88998931	152	25	392187	0.22842	0.40966
ABCG2	4	89011416	89152569	428	41	387109	-0.41213	0.65988
PPM1K	4	89178761	89205983	35	8	374783	-1.7002	0.95546
HERC6	4	89299838	89364249	85	26	382966	0.60119	0.27386
HERC5	4	89378181	89427334	39	14	347550	-1.2285	0.89037
PIGY	4	89442129	89444952	2	1	411573	-0.11715	0.54663
PYURF	4	89442129	89444952	2	1	411573	-0.11715	0.54663
HERC3	4	89513574	89629693	260	19	381883	0.51884	0.30194
NAP1L5	4	89617066	89619023	5	3	351133	-0.045208	0.51803
FAM13A	4	89647105	90032549	1135	43	395206	0.55512	0.2894
TIGD2	4	90032651	90036734	13	4	412552	0.95258	0.1704
GPRIN3	4	90162427	90229161	177	26	401441	1.4869	0.068517
SNCA	4	90645250	90759447	355	21	404298	2.5435	0.005488
MMRN1	4	90816003	90875780	130	15	397548	0.56015	0.28769
CCSER1	4	91048684	92523370	4069	147	397618	-0.093706	0.53733
GRID2	4	93225453	94695707	3479	110	370646	0.80387	0.21073
SMARCAD1	4	95128759	95212443	165	10	402798	2.6452	0.0040826
HPGDS	4	95219707	95264027	84	9	369202	2.4338	0.0074701
PDLIM5	4	95373008	95589378	470	25	397340	-0.6431	0.73992
BMPR1B	4	95679128	96079601	1232	53	382488	3.034	0.0012068
UNC5C	4	96083655	96470361	1260	111	391544	1.5013	0.066635
PDHA2	4	96761239	96762625	1	1	413466	-1.4304	0.9237
STPG2	4	98480025	99064391	1538	18	399271	0.36298	0.35831
RAP1GDS1	4	99182527	99365012	298	10	394096	0.2767	0.39101
TSPAN5	4	99391518	99579812	511	52	399753	2.4592	0.0069616
EIF4E	4	99799607	99851786	140	20	394337	2.8248	0.0023657
METAP1	4	99916788	99983960	163	13	400138	0.55523	0.28937
ADH5	4	99992129	100009931	78	9	407404	1.1781	0.11938
ADH4	4	100044832	100065449	143	5	410296	0.088639	0.46468
ADH6	4	100123795	100140403	33	7	407760	-0.39879	0.65498
ADH1A	4	100197523	100212185	32	8	398849	-0.93068	0.82399
ADH1B	4	100227527	100242572	33	9	396797	-1.189	0.88278
ADH1C	4	100257649	100273917	102	6	311218	-0.25666	0.60128
ADH7	4	100333418	100356667	66	17	403043	-1.5699	0.94179
C4orf17	4	100432161	100463460	136	21	406472	0.069333	0.47236
TRMT10A	4	100467864	100485189	64	11	403186	-0.036567	0.51458
MTTP	4	100485240	100545154	246	25	404136	-0.19507	0.57733
C4orf54	4	100557686	100575424	50	11	400588	-0.29753	0.61697
DAPP1	4	100737957	100791347	189	24	380405	2.5441	0.0054785
LAMTOR3	4	100799495	100815703	22	6	405807	1.7887	0.036835
DNAJB14	4	100817405	100867883	73	13	402622	2.1435	0.016035
H2AZ1	4	100869242	100871512	6	2	395639	2.4824	0.0065257
DDIT4L	4	101106267	101111939	33	8	404626	0.95676	0.16934
EMCN	4	101316498	101439250	325	21	405591	1.9279	0.026934
PPP3CA	4	101944587	102268655	699	44	402735	2.0549	0.019944
BANK1	4	102711764	102995969	627	29	399055	0.46139	0.32226
SLC39A8	4	103172198	103266655	252	26	403346	0.81746	0.20683
NFKB1	4	103422486	103538459	238	17	371950	0.64705	0.2588
MANBA	4	103552643	103682151	205	17	393023	-0.48065	0.68462
UBE2D3	4	103715540	103790050	150	8	395900	0.77764	0.21839
CISD2	4	103749224	103813964	117	6	404014	0.81545	0.20741
SLC9B1	4	103806205	103947552	254	8	398601	0.82006	0.20609
SLC9B2	4	103946647	103998480	55	17	393292	1.2327	0.10884
BDH2	4	103998770	104021024	48	6	405842	0.44573	0.3279
CENPE	4	104026963	104119566	162	12	406621	0.46525	0.32088
TACR3	4	104510625	104640973	330	24	393848	0.58944	0.27778
CXXC4	4	105389463	105416058	28	5	391034	1.2095	0.11323
TET2	4	106067032	106200960	273	28	362206	4.3556	6.6344e-06
PPA2	4	106290234	106395227	401	22	398811	0.021794	0.49131
ARHGEF38	4	106473704	106602070	336	33	400596	0.044877	0.4821
INTS12	4	106603784	106629881	49	6	398877	-1.0544	0.85414
GSTCD	4	106629935	106768882	316	12	393337	-1.2738	0.89863
NPNT	4	106816588	106892828	194	13	360617	0.023694	0.49055
TBCK	4	106967233	107237861	532	16	401095	0.515	0.30327
AIMP1	4	107236767	107270382	68	9	391830	-0.14934	0.55936
GIMD1	4	107279340	107288592	22	5	393156	2.0152	0.021942
DKK2	4	107842959	107957453	257	27	393680	0.34383	0.36549
PAPSS1	4	108534822	108641419	296	20	404531	1.8631	0.031226
SGMS2	4	108745721	108836203	194	37	398725	0.40608	0.34234
CYP2U1	4	108852716	108874617	62	6	402222	0.10129	0.45966
HADH	4	108910870	108956331	107	7	405615	0.1689	0.43294
LEF1	4	108968701	109090112	208	19	397170	0.16585	0.43414
RPL34	4	109541722	109551640	15	4	409517	-0.4465	0.67238
OSTC	4	109571741	109588978	45	3	402714	0.95236	0.17046
ETNPPL	4	109663196	109684235	56	6	400539	1.2078	0.11355
COL25A1	4	109731877	110223799	1435	74	398978	0.34744	0.36413
SEC24B	4	110354969	110461615	187	11	395598	1.0206	0.15371
MCUB	4	110481355	110608872	308	19	403525	2.0586	0.019766
CASP6	4	110609785	110629814	38	7	403772	1.6232	0.052275
PLA2G12A	4	110631145	110651242	29	7	399205	0.95048	0.17094
CFI	4	110661848	110723381	142	13	385427	-1.2541	0.8951
GAR1	4	110736666	110745893	19	4	400329	0.30135	0.38157
RRH	4	110749150	110765863	45	5	394713	0.49273	0.3111
LRIT3	4	110769340	110793471	48	5	407376	0.49279	0.31108
EGF	4	110834040	110934118	200	15	400499	-0.24095	0.5952
ELOVL6	4	110970187	111120355	472	63	395564	-0.031628	0.51262
ENPEP	4	111397229	111484493	175	25	397882	0.058545	0.47666
PITX2	4	111538579	111563279	37	7	397397	0.72126	0.23538
FAM241A	4	113066553	113110237	73	10	401547	-1.017	0.84543
AP1AR	4	113152893	113191211	58	11	382257	-1.6168	0.94704
TIFA	4	113196782	113207059	33	2	411858	-0.97345	0.83484
ALPK1	4	113218480	113363774	400	51	401491	1.1597	0.12309
NEUROG2	4	113434672	113437328	4	2	361513	0.67501	0.24984
ZGRF1	4	113460489	113558151	174	20	398521	0.89391	0.18569
LARP7	4	113558120	113578748	38	10	396268	1.4219	0.077524
ANK2	4	113739239	114304896	1602	123	395717	3.0098	0.0013071
CAMK2D	4	114372188	114683669	703	49	396342	0.11064	0.45595
ARSJ	4	114821432	114901281	234	22	401965	0.11753	0.45322
UGT8	4	115519611	115598202	135	18	385381	-0.54933	0.70861
NDST4	4	115748931	116035032	676	36	401382	-0.74822	0.77284
TRAM1L1	4	118004710	118006736	1	1	412128	0.72639	0.2338
NDST3	4	118955500	119179789	659	24	404647	3.0574	0.0011164
PRSS12	4	119201193	119274053	175	25	404423	1.1248	0.13035
METTL14	4	119606525	119633374	62	9	388883	1.093	0.13719
SEC24D	4	119643978	119759838	373	20	399284	0.64608	0.25911
SYNPO2	4	119809996	119982402	532	47	403010	0.90766	0.18203
MYOZ2	4	120056939	120108944	165	16	395613	0.27211	0.39277
USP53	4	120133775	120216673	224	21	403650	-0.47665	0.68319
C4orf3	4	120217574	120225600	20	7	401907	-1.1338	0.87156
FABP2	4	120238405	120243316	32	3	412756	-0.31248	0.62266
PDE5A	4	120415550	120549981	364	16	401547	-0.71837	0.76374
MAD2L1	4	120980577	120988013	22	5	397187	-0.16912	0.56715
PRDM5	4	121613070	121844013	859	34	386533	0.15119	0.43991
NDNF	4	121956782	121993673	99	16	398428	0.35671	0.36065
TNIP3	4	122052563	122148624	270	15	395071	-1.4911	0.93203
QRFPR	4	122249797	122302181	269	22	374966	-2.3842	0.99144
ANXA5	4	122589152	122618147	116	16	399143	1.2331	0.10876
SMIM43	4	122680085	122686516	23	6	378837	0.77767	0.21838
EXOSC9	4	122722445	122738176	34	7	363979	-0.23078	0.59126
CCNA2	4	122737599	122745153	17	5	357507	-0.016504	0.50658
BBS7	4	122745484	122791652	81	13	364818	-0.65888	0.74501
TRPC3	4	122800183	122872909	131	18	355224	1.4611	0.071998
BLTP1	4	123073488	123283914	292	23	393502	3.604	0.00015668
ADAD1	4	123300121	123350957	97	14	389641	3.3907	0.00034857
IL2	4	123372625	123377650	6	3	411570	4.4524	4.2456e-06
IL21	4	123533783	123542212	16	6	412669	3.7715	8.114e-05
BBS12	4	123653857	123666098	30	4	405817	0.82944	0.20343
FGF2	4	123747568	123819390	272	29	384188	1.4926	0.067766
NUDT6	4	123813799	123844159	118	18	382580	0.82864	0.20365
SPATA5	4	123844225	124240605	1233	28	388148	0.24074	0.40488
SPRY1	4	124317946	124324915	18	5	405083	-1.8004	0.9641
ANKRD50	4	125585203	125633887	76	12	404855	0.59291	0.27662
FAT4	4	126237003	126414087	456	36	404678	0.46816	0.31984
INTU	4	128554087	128637934	111	13	394566	0.12858	0.44885
SLC25A31	4	128651555	128695447	55	7	399897	-0.18779	0.57448
HSPA4L	4	128703453	128755228	58	10	392751	0.10573	0.4579
PLK4	4	128802016	128820379	23	5	368199	0.04637	0.48151
MFSD8	4	128838960	128887185	57	8	389979	-0.026841	0.51071
ABHD18	4	128886411	128957478	93	9	379787	-0.20895	0.58276
LARP1B	4	128982421	129144086	312	12	388714	0.98777	0.16163
PGRMC2	4	129190392	129209984	23	8	392083	1.3277	0.092142
JADE1	4	129730779	129796379	75	14	390856	3.8246	6.5493e-05
SCLT1	4	129805148	130014764	383	23	398697	4.3624	6.4317e-06
C4orf33	4	130014829	130034487	59	9	399309	4.1063	2.01e-05
PCDH10	4	134070470	134112732	68	12	350088	0.509	0.30538
PABPC4L	4	135117488	135122903	12	3	387577	0.7419	0.22907
PCDH18	4	138440072	138453629	27	6	387546	-0.40352	0.65672
SLC7A11	4	139085248	139163572	200	21	387229	-0.12768	0.5508
NOCT	4	139936913	139967093	47	13	343206	-0.77857	0.78188
ELF2	4	139978871	140098372	176	25	338059	-0.35803	0.63984
MGARP	4	140187317	140201492	26	5	397216	-0.00088533	0.50035
NDUFC1	4	140211071	140223705	23	3	400354	0.19442	0.42292
NAA15	4	140222621	140311935	167	14	377656	0.29558	0.38378
RAB33B	4	140374961	140397070	49	5	375222	-0.47101	0.68118
SETD7	4	140427192	140477577	105	18	382535	-0.50866	0.69451
MGST2	4	140586922	140661899	216	35	395116	-0.62405	0.7337
MAML3	4	140637545	141075233	1060	105	387898	2.505	0.0061223
SCOC	4	141178440	141303710	293	31	399197	-0.6261	0.73437
CLGN	4	141309607	141348815	85	9	403561	-1.7709	0.96171
MGAT4D	4	141364529	141419531	178	16	345472	-2.3264	0.99
ELMOD2	4	141445312	141474924	42	7	403776	-1.4058	0.9201
UCP1	4	141481014	141489989	17	4	412170	-0.64524	0.74061
TBC1D9	4	141541936	141677471	333	31	399379	0.71844	0.23624
RNF150	4	141786708	142054630	849	59	398943	-1.4678	0.92892
ZNF330	4	142142049	142155851	21	5	406707	0.44406	0.3285
IL15	4	142557749	142655140	167	17	402264	0.03947	0.48426
INPP4B	4	142949181	143767604	2208	87	392899	3.7344	9.4078e-05
USP38	4	144106070	144143141	72	7	409824	1.5093	0.065609
GAB1	4	144257680	144395718	242	30	399273	-0.52506	0.70023
SMARCA5	4	144434616	144478642	77	7	407365	-0.60918	0.7288
FREM3	4	144498560	144621828	213	19	391697	-0.59446	0.7239
GYPE	4	144792019	144826716	57	6	346420	-0.20769	0.58226
GYPB	4	144917257	144940498	34	6	395633	-1.1151	0.86759
GYPA	4	145030456	145061904	113	12	392092	0.548	0.29185
HHIP	4	145567148	145662542	173	14	389642	0.34503	0.36504
ANAPC10	4	145915727	146019693	98	17	396900	0.53056	0.29786
ABCE1	4	146019156	146050676	21	8	378772	-0.79208	0.78584
OTUD4	4	146054802	146101768	42	14	377794	0.65974	0.25471
NA	4	146402012	146403871	7	3	378320	-0.59196	0.72306
SMAD1	4	146402951	146480328	91	11	394038	-1.0821	0.8604
MMAA	4	146540540	146581187	81	15	402092	-0.64757	0.74137
C4orf51	4	146601356	146653949	143	23	400622	-2.2674	0.98832
ZNF827	4	146681874	146859607	306	37	396376	1.7555	0.039583
LSM6	4	147096835	147111213	45	4	393792	1.8545	0.031836
SLC10A7	4	147175137	147443123	512	24	401533	3.0273	0.0012336
POU4F2	4	147560045	147563623	8	3	381253	1.7131	0.043346
TTC29	4	147628179	147867034	561	21	394774	1.9901	0.023292
EDNRA	4	148402069	148466106	116	13	403724	-0.21679	0.58582
TMEM184C	4	148538539	148556674	16	4	367348	0.83751	0.20115
PRMT9	4	148558936	148605381	47	5	350831	0.90653	0.18233
ARHGAP10	4	148653214	148993927	638	45	381265	1.5685	0.05838
NR3C2	4	148999915	149365850	884	66	404241	1.766	0.038699
IQCM	4	150351097	150736980	647	34	393114	0.052867	0.47892
DCLK2	4	150999426	151178609	485	37	400582	-0.72421	0.76553
LRBA	4	151185811	151936879	1328	38	393526	-1.4534	0.92695
MAB21L2	4	151503077	151505845	2	1	412575	-0.95898	0.83122
RPS3A	4	152020725	152025804	3	2	407417	-0.11753	0.54678
SH3D19	4	152041433	152246797	472	26	400880	0.64658	0.25895
PRSS48	4	152198152	152212719	31	5	393778	-0.44537	0.67198
FHIP1A	4	152330398	152591655	507	13	401074	0.7041	0.24068
GATB	4	152591808	152682175	198	10	401438	2.1228	0.016886
FBXW7	4	153242410	153456393	411	13	389394	0.25839	0.39805
TMEM154	4	153547266	153601317	152	26	398855	1.2128	0.1126
TIGD4	4	153689837	153700916	25	6	400651	-0.18911	0.575
ARFIP1	4	153701091	153833064	282	17	400200	0.85038	0.19756
FHDC1	4	153857265	153900848	108	26	400846	0.37575	0.35355
TRIM2	4	154073650	154260474	464	52	401772	-1.327	0.90775
MND1	4	154265801	154336247	193	20	384957	0.25827	0.3981
TMEM131L	4	154387498	154558760	439	52	387493	-1.1042	0.86524
TLR2	4	154605404	154627243	43	10	401418	1.6538	0.049087
RNF175	4	154631312	154681387	181	12	410531	1.0487	0.14716
SFRP2	4	154701742	154710228	12	4	412096	0.41921	0.33753
DCHS2	4	155155527	155412930	710	48	396277	0.627	0.26533
PLRG1	4	155456149	155471585	44	3	399245	-0.16037	0.5637
FGB	4	155484132	155493915	26	3	408988	-0.45054	0.67384
FGA	4	155504280	155511897	10	5	394750	1.7466	0.040353
FGG	4	155525286	155533902	5	2	396771	1.7643	0.03884
LRAT	4	155665163	155674270	12	3	411603	-0.1252	0.54982
RBM46	4	155702424	155749965	88	9	390175	-0.85454	0.8036
NPY2R	4	156094924	156138248	196	13	403795	-0.30026	0.61801
MAP9	4	156263810	156298122	117	11	388046	1.8756	0.030356
GUCY1A1	4	156587862	156658214	216	32	393136	0.48667	0.31325
GUCY1B1	4	156680126	156728783	135	26	395778	0.23609	0.40668
ASIC5	4	156750881	156787425	117	15	398219	-0.02243	0.50895
TDO2	4	156824845	156841558	57	12	405151	-0.34576	0.63524
CTSO	4	156845270	156875048	129	22	397121	0.2989	0.38251
PDGFC	4	157682763	157892546	306	25	398222	2.0128	0.022067
GLRB	4	157997277	158093251	311	21	396685	0.89742	0.18475
GRIA2	4	158141736	158287227	220	26	372756	2.2453	0.012374
GASK1B	4	159045732	159094202	114	9	408017	1.5481	0.060794
TMEM144	4	159122749	159176439	73	15	402860	-0.26456	0.60432
RXFP1	4	159442866	159574524	151	12	394943	-0.040865	0.5163
C4orf46	4	159587827	159593407	3	2	327379	-1.2324	0.8911
ETFDH	4	159593277	159629842	33	13	389689	-1.2518	0.89467
PPID	4	159630279	159644552	18	3	397066	-0.75759	0.77565
FNIP2	4	159690182	159829202	171	14	395940	-0.58063	0.71926
C4orf45	4	159814684	159956333	375	19	390436	-0.2447	0.59666
RAPGEF2	4	160025224	160281314	434	30	387210	0.10857	0.45677
FSTL5	4	162305044	163085186	2556	94	403094	1.6544	0.049026
NAF1	4	164047860	164088073	76	15	390851	-1.1223	0.86913
NPY1R	4	164245116	164265984	59	12	365936	1.8173	0.034586
NPY5R	4	164265062	164273540	26	6	391790	0.43114	0.33318
TKTL2	4	164392245	164395047	2	1	393572	-0.14539	0.5578
TMA16	4	164415673	164441691	47	4	404174	1.2055	0.11401
MARCHF1	4	164445450	165305093	2653	111	394951	1.7956	0.036279
ANP32C	4	165118159	165118863	3	1	407433	1.8202	0.034361
APELA	4	165798156	165818676	54	13	388070	-1.9024	0.97144
FAM218BP	4	165850646	165851778	7	2	410664	-0.53589	0.70398
TRIM61	4	165875598	165898818	47	7	392555	0.16656	0.43386
FAM218A	4	165878100	165880273	6	2	365237	0.33693	0.36808
TRIM60	4	165953151	165962896	12	4	406238	0.16805	0.43327
TMEM192	4	165997230	166034024	92	18	367859	-1.1539	0.87573
KLHL2	4	166128770	166244308	271	18	370450	1.9995	0.022775
MSMO1	4	166248818	166264316	60	12	381362	0.71305	0.23791
CPE	4	166300097	166419482	470	22	402513	2.2695	0.011619
TLL1	4	166794390	167026330	561	59	394588	2.762	0.0028721
SPOCK3	4	167654535	168155741	1504	67	380322	1.4717	0.070557
ANXA10	4	169013688	169108893	210	22	384906	-0.21434	0.58486
DDX60	4	169137442	169239958	303	18	394984	-1.5535	0.93984
DDX60L	4	169277886	169401665	433	33	401120	-0.4411	0.67043
PALLD	4	169418215	169849608	1308	98	402041	-0.95363	0.82987
CBR4	4	169815774	169931468	214	14	400554	0.079184	0.46844
SH3RF1	4	170015407	170192249	398	30	397697	0.4289	0.334
NEK1	4	170314421	170533778	478	18	404467	0.51312	0.30393
CLCN3	4	170541672	170644338	239	22	390611	0.74803	0.22722
HPF1	4	170650619	170679093	58	10	396658	-1.0667	0.85695
MFAP3L	4	170907748	170948371	95	14	401013	2.7988	0.0025647
AADAT	4	170981373	171012823	81	15	394423	1.3554	0.087652
GALNTL6	4	172734575	173961559	2812	107	396778	-2.3404	0.99037
GALNT7	4	174089904	174245118	271	28	387561	0.50388	0.30717
HMGB2	4	174252527	174255595	7	2	339845	1.3463	0.089106
SAP30	4	174292093	174298683	6	3	399451	-0.24651	0.59736
SCRG1	4	174309299	174320617	23	7	389594	2.2734	0.011502
HAND2	4	174447652	174451378	1	1	386656	-0.73687	0.7694
FBXO8	4	175157809	175205415	84	16	394749	-0.30013	0.61796
CEP44	4	175204828	175255506	79	15	390114	0.097669	0.4611
HPGD	4	175411328	175444049	115	23	396918	-0.94277	0.8271
GLRA3	4	175545367	175750465	722	55	401272	1.6649	0.047967
ADAM29	4	175839509	175899331	211	16	400128	1.5872	0.056237
GPM6A	4	176554088	176923842	1076	78	392170	2.7159	0.0033045
WDR17	4	176986985	177103979	370	19	369382	0.95729	0.16921
SPATA4	4	177105725	177116822	32	9	377947	0.47698	0.31669
ASB5	4	177134824	177198722	224	26	405218	-0.37784	0.64722
SPCS3	4	177241090	177253396	49	8	396790	0.26	0.39743
VEGFC	4	177604689	177713899	281	16	394253	-1.4607	0.92795
NEIL3	4	178230991	178284092	168	31	396800	0.22111	0.4125
AGA	4	178351928	178363657	31	9	401337	-1.3963	0.91869
AGA-DT	4	178363692	178597453	539	35	401677	-1.2825	0.90016
TENM3	4	183065112	183724177	2258	203	396804	1.5269	0.063387
DCTD	4	183811244	183838630	133	18	399680	-0.55504	0.71057
WWC2	4	184020463	184241930	389	39	394819	0.75154	0.22616
CLDN22	4	184239220	184241927	1	1	408024	0.21034	0.4167
CLDN24	4	184242917	184243579	2	1	413466	2.4347	0.0074518
CDKN2AIP	4	184365788	184369348	6	3	310552	1.3663	0.085925
ING2	4	184426220	184433422	18	8	409362	0.87709	0.19022
RWDD4	4	184560789	184580331	85	18	410339	-0.98659	0.83808
TRAPPC11	4	184580420	184634747	187	17	401829	1.956	0.025232
STOX2	4	184826509	184944679	345	54	396282	1.2282	0.10968
ENPP6	4	185009859	185139114	436	50	389243	0.81948	0.20626
IRF2	4	185308867	185395734	305	60	393179	1.267	0.10258
CASP3	4	185548850	185570629	53	9	402258	1.7894	0.036775
PRIMPOL	4	185570767	185616112	165	9	388998	1.9824	0.023715
CENPU	4	185615219	185655286	255	5	408616	1.7998	0.03595
ACSL1	4	185676749	185747215	217	25	396008	0.48985	0.31212
HELT	4	185940001	185941958	7	3	411323	-1.1182	0.86825
SLC25A4	4	186064417	186071538	11	4	394633	-2.8212	0.99761
CFAP97	4	186080815	186125182	124	9	393914	-2.3453	0.99049
SNX25	4	186130773	186285120	409	28	396590	-1.7485	0.95981
