GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
RIMOC1	5	41904423	41921738	8	3	1518188	7.7428	4.8635e-15
FBXO4	5	41925352	41941672	6	2	1548554	7.1366	4.7844e-13
GHR	5	42423577	42721980	91	12	1534815	7.4241	5.679e-14
CCDC152	5	42756920	42802539	13	3	1548404	6.1094	5e-10
SELENOP	5	42799982	42812024	8	3	1449607	6.1217	4.6297e-10
ANXA2R	5	43039182	43040447	2	1	825921	3.5618	0.00018417
ZNF131	5	43120985	43176351	21	4	1588600	6.0792	6.0391e-10
NIM1K	5	43192170	43280952	27	9	1541057	4.6572	1.6029e-06
HMGCS1	5	43287572	43313614	12	3	1581570	1.9211	0.02736
CCL28	5	43376747	43412488	9	3	1560611	2.2504	0.012212
TMEM267	5	43444354	43484171	12	3	1525054	5.4334	2.7649e-08
C5orf34	5	43486803	43515273	10	2	1585518	4.9231	4.2589e-07
PAIP1	5	43526369	43557521	8	2	1582766	6.942	1.9327e-12
NNT	5	43602791	43705668	30	5	1571459	5.534	1.5648e-08
FGF10	5	44305004	44389808	34	5	1508473	1.4474	0.073897
MRPS30	5	44809027	44815616	1	1	1597367	3.5858	0.00016802
HCN1	5	45255052	45696220	97	10	1552402	2.066	0.019413
EMB	5	49692026	49737234	16	4	1425773	3.0987	0.0009719
PARP8	5	49961733	50142356	43	7	1475791	2.6352	0.0042043
ISL1	5	50678958	50690564	5	2	1597349	2.7531	0.0029517
PELO	5	52083774	52098451	7	3	1597106	5.7326	4.9462e-09
ITGA1	5	52084136	52249485	132	34	1511230	5.4716	2.2293e-08
ITGA2	5	52285156	52390609	92	15	1581441	6.3564	1.0328e-10
MOCS2	5	52391509	52405602	11	5	1585410	6.0976	5.3834e-10
FST	5	52776183	52782964	2	1	1547250	6.1094	5e-10
NDUFS4	5	52856464	52979171	42	7	1595168	3.3322	0.0004308
ARL15	5	53180578	53606403	252	45	1550117	5.3207	5.1683e-08
HSPB3	5	53751431	53752214	1	1	1597305	-0.22815	0.59024
SNX18	5	53813589	53842416	22	5	1592221	0.68674	0.24612
ESM1	5	54273695	54281414	10	2	1516711	2.2032	0.013789
GZMK	5	54320107	54329960	5	2	1466497	6.6262	1.7217e-11
GZMA	5	54398474	54406080	5	2	1477164	6.1094	5e-10
CDC20B	5	54408799	54469005	30	5	1554746	6.1094	5e-10
GPX8	5	54455984	54463129	5	2	1596305	6.1094	5e-10
MCIDAS	5	54515425	54523143	2	1	1597260	6.1094	5e-10
CCNO	5	54526980	54529508	1	1	1597233	11.866	8.9107e-33
DHX29	5	54552073	54603521	15	4	1593758	7.8812	1.6215e-15
MTREX	5	54603576	54721409	43	4	1576535	7.371	8.4704e-14
PLPP1	5	54720670	54830906	29	3	1539112	7.8861	1.5585e-15
SLC38A9	5	54921673	55008163	23	2	1586018	6.1094	5e-10
DDX4	5	55033845	55112975	29	5	1593389	8.4017	2.2009e-17
IL31RA	5	55147207	55218682	26	8	1556005	6.1094	5e-10
IL6ST	5	55230923	55290821	22	6	1374066	8.0003	6.2043e-16
ANKRD55	5	55395507	55529186	78	21	1480477	3.0443	0.0011659
C5orf67	5	55809692	55830983	24	9	1585043	7.6941	7.1238e-15
MAP3K1	5	56110900	56191979	38	6	1593943	6.1094	5e-10
SETD9	5	56205087	56221359	6	2	1596230	6.1094	5e-10
MIER3	5	56215429	56247957	16	3	1596221	6.1646	3.5333e-10
GPBP1	5	56469676	56560506	30	4	1586049	1.6599	0.048469
ACTBL2	5	56775843	56778636	2	1	1597371	2.6211	0.0043818
PLK2	5	57749809	57755966	8	2	1591210	2.7609	0.0028822
GAPT	5	57787262	57792185	3	1	1597368	4.089	2.1666e-05
RAB3C	5	57877950	58155221	159	32	1538369	4.7942	8.1649e-07
PDE4D	5	58264865	59783925	691	101	1538596	8.4172	1.9279e-17
DEPDC1B	5	59892739	59995993	34	6	1589914	3.3726	0.00037237
ELOVL7	5	60047616	60140101	41	8	1590063	3.0517	0.0011377
ERCC8	5	60169659	60240905	24	6	1482571	3.8292	6.428e-05
NDUFAF2	5	60240956	60448864	48	5	1581158	4.5164	3.1456e-06
ZSWIM6	5	60628100	60841999	47	6	1556082	5.5349	1.5567e-08
C5orf64	5	60933636	61002362	64	12	1515384	4.7838	8.6005e-07
KIF2A	5	61601989	61683011	27	4	1595070	1.8361	0.033169
DIMT1	5	61684351	61699728	9	3	1542608	3.4625	0.00026762
IPO11	5	61699522	61924416	95	7	1577139	3.7071	0.0001048
HTR1A	5	63255875	63258119	2	1	1597358	1.6967	0.044873
RNF180	5	63461671	63668704	43	6	1539484	5.0431	2.2906e-07
RGS7BP	5	63801774	63909285	67	14	1564641	2.9671	0.0015033
SHISAL2B	5	63986135	64014017	9	4	1348118	5.4047	3.2462e-08
SREK1IP1	5	64013975	64064496	17	4	1402613	2.2213	0.013164
CWC27	5	64064755	64314590	92	14	1562615	5.7426	4.6611e-09
ADAMTS6	5	64444563	64777704	126	19	1580665	6.1094	5e-10
CENPK	5	64813593	64858995	20	4	1592312	4.3361	7.2502e-06
PPWD1	5	64859063	64883376	10	2	1541573	3.418	0.00031544
TRIM23	5	64885507	64920187	13	2	1492647	3.1042	0.00095404
TRAPPC13	5	64920558	64961954	19	4	1595475	2.6682	0.0038128
SGTB	5	64961755	65018648	23	6	1448273	6.9514	1.8082e-12
NLN	5	65018023	65125111	65	14	1570677	5.8573	2.3523e-09
ERBIN	5	65222382	65376851	22	4	1547520	1.7462	0.040384
SREK1	5	65440046	65479444	14	3	1576838	3.8812	5.1965e-05
MAST4	5	65892176	66465426	338	53	1533573	7.3443	1.0343e-13
CD180	5	66477205	66492617	13	4	1587910	3.386	0.00035455
PIK3R1	5	67511584	67597649	59	15	1569599	6.1094	5e-10
SLC30A5	5	68389776	68426899	16	3	1410172	1.993	0.02313
CCNB1	5	68462837	68474072	6	2	1587337	4.0168	2.9493e-05
CENPH	5	68485375	68506184	5	2	1592886	3.6409	0.00013584
MRPS36	5	68513573	68525985	4	2	1477068	3.025	0.0012433
CDK7	5	68530622	68573257	17	4	1438274	1.0682	0.14272
CCDC125	5	68576519	68628623	22	3	1560510	0.57021	0.28427
TAF9	5	68647551	68665840	9	3	1447785	-1.3144	0.90564
RAD17	5	68665124	68710628	17	4	1341537	-0.68558	0.75351
MARVELD2	5	68710939	68738701	9	2	1585043	-0.71359	0.76226
OCLN	5	68788119	68853931	10	3	1369748	1.4148	0.078567
NAIP	5	70264310	70320941	2	1	711588	0.63755	0.26188
BDP1	5	70751442	70863649	33	3	1588658	3.4117	0.00032277
MCCC2	5	70883115	70954533	26	5	1410662	4.5242	3.031e-06
CARTPT	5	71014990	71016875	2	1	1293040	1.7277	0.042017
MAP1B	5	71403118	71505397	50	19	1502931	6.7356	8.165e-12
MRPS27	5	71515236	71616084	37	9	1549542	7.1688	3.782e-13
PTCD2	5	71616200	71656544	16	6	1517811	6.4199	6.819e-11
ZNF366	5	71738238	71803249	38	7	1571766	7.8645	1.8532e-15
TNPO1	5	72112418	72210215	38	6	1583145	6.9059	2.4934e-12
FCHO2	5	72251808	72386349	52	6	1572578	8.1498	1.8225e-16
TMEM171	5	72410286	72427765	13	5	1271781	7.6607	9.2466e-15
TMEM174	5	72464080	72471073	10	3	1568213	3.989	3.3175e-05
BTF3	5	72794250	72801448	4	2	1593166	4.529	2.9626e-06
ANKRA2	5	72848025	72861521	10	3	1590798	4.4567	4.1611e-06
UTP15	5	72861568	72878984	14	3	1592870	4.1386	1.7471e-05
ARHGEF28	5	72921983	73237818	185	34	1529471	4.8143	7.3856e-07
ENC1	5	73923231	73937249	7	2	1585184	1.5859	0.056383
HEXB	5	73935547	74017113	60	17	1497646	7.4797	3.7249e-14
GFM2	5	74017029	74063196	15	3	1587250	4.9993	2.8777e-07
NSA2	5	74062816	74072737	2	1	1593605	3.3614	0.00038771
FAM169A	5	74073399	74163832	31	5	1504099	3.7562	8.625e-05
GCNT4	5	74323246	74350743	12	3	1539384	3.5459	0.00019562
ANKRD31	5	74364122	74532703	46	6	1541640	1.6188	0.05275
HMGCR	5	74632159	74657926	9	3	1589217	3.6136	0.00015099
CERT1	5	74666928	74807806	43	6	1559085	4.4868	3.6158e-06
POLK	5	74807657	74895646	27	8	1416630	4.4118	5.1246e-06
ANKDD1B	5	74907301	74967671	37	10	1471065	5.7105	5.6327e-09
POC5	5	74970023	75013313	31	6	1518065	5.6019	1.0602e-08
SV2C	5	75378997	75649764	174	39	1536370	2.3843	0.008556
IQGAP2	5	75699131	76003957	231	51	1529608	3.2797	0.00051955
F2RL2	5	75911307	75919259	16	7	1575621	2.2389	0.012581
F2R	5	76011868	76031595	16	5	1551117	1.8626	0.031262
F2RL1	5	76114833	76131140	9	3	1545321	4.8297	6.8384e-07
S100Z	5	76145826	76217056	23	6	1460536	0.89877	0.18439
CRHBP	5	76248680	76265299	5	2	1582131	0.55225	0.29039
AGGF1	5	76326210	76361059	10	4	1592298	1.6649	0.047964
ZBED3	5	76372532	76383030	4	1	1432685	1.0592	0.14474
PDE8B	5	76476082	76724081	155	28	1533795	5.423	2.9312e-08
WDR41	5	76727622	76788332	42	7	1569535	1.5341	0.062505
OTP	5	76924537	76934522	5	2	1479432	1.3036	0.096177
TBCA	5	76986995	77072185	28	5	1579238	1.5154	0.064831
AP3B1	5	77298150	77590579	76	10	1584671	7.5401	2.3473e-14
SCAMP1	5	77656339	77776562	39	5	1588013	7.8637	1.8644e-15
LHFPL2	5	77781038	77944648	101	15	1540876	7.6565	9.5558e-15
ARSB	5	78073032	78282357	125	27	1518031	7.711	6.2413e-15
DMGDH	5	78293387	78365497	53	8	1579409	7.4521	4.5937e-14
BHMT2	5	78365547	78385897	9	2	1596656	2.3075	0.010515
BHMT	5	78407604	78428113	12	6	1380793	7.5631	1.9684e-14
JMY	5	78531925	78623038	31	4	1568147	4.0432	2.6364e-05
HOMER1	5	78669647	78809659	40	7	1567807	1.2424	0.10705
TENT2	5	78908243	78982471	22	4	1596669	7.8653	1.8415e-15
CMYA5	5	78985659	79096049	80	19	1544911	2.9718	0.0014803
MTX3	5	79272539	79287088	10	3	1499810	4.216	1.2435e-05
THBS4	5	79331170	79379111	28	6	1564401	5.0487	2.2239e-07
SERINC5	5	79407050	79551898	77	19	1549735	4.3181	7.8681e-06
SPZ1	5	79615790	79617661	2	1	1597357	5.963	1.238e-09
ZFYVE16	5	79703386	79775498	17	2	1566787	4.0964	2.0977e-05
FAM151B	5	79783800	79838382	19	5	1590329	7.932	1.0778e-15
ANKRD34B	5	79852574	79866304	7	3	1591608	1.7923	0.036543
DHFR	5	79922045	79950800	21	2	1586172	5.7583	4.249e-09
MSH3	5	79950467	80172634	82	12	1588095	7.8794	1.6451e-15
RASGRF2	5	80256491	80525981	188	41	1544375	6.2428	2.1484e-10
CKMT2	5	80528605	80562217	14	3	1594705	2.5657	0.0051487
ZCCHC9	5	80597402	80608966	6	2	1597357	1.3079	0.095449
ACOT12	5	80625731	80689988	26	8	1574977	2.2443	0.012407
SSBP2	5	80713179	81047072	104	16	1574724	8.0802	3.2331e-16
ATG10	5	81267844	81551958	93	13	1539842	2.8537	0.002161
RPS23	5	81569139	81574235	3	1	1591489	-0.84844	0.8019
ATP6AP1L	5	81601166	81614147	5	2	1544816	-0.097104	0.53868
TMEM167A	5	82348665	82373272	10	2	1437613	4.0646	2.4056e-05
XRCC4	5	82373317	82649579	85	14	1524108	4.1101	1.9772e-05
VCAN	5	82767493	82878122	68	19	1535130	3.2968	0.0004889
HAPLN1	5	82934017	83016896	37	11	1450666	1.5083	0.065741
EDIL3	5	83236414	83680685	151	40	1529672	2.3783	0.0086974
COX7C	5	85913784	85916583	1	1	1592712	-0.48717	0.68693
RASA1	5	86564070	86687743	38	7	1498478	4.3263	7.5832e-06
CCNH	5	86687310	86708850	7	3	1218795	0.87264	0.19143
TMEM161B	5	87485450	87564665	34	6	1524877	5.7579	4.258e-09
MEF2C	5	88014058	88199922	73	11	1526645	6.0627	6.6923e-10
CETN3	5	89689528	89705611	2	1	1149275	0.70577	0.24017
MBLAC2	5	89754020	89770585	8	2	1282150	1.3844	0.083114
POLR3G	5	89769876	89810474	19	5	1557735	2.9661	0.0015083
LYSMD3	5	89811443	89825401	6	2	1593574	1.5234	0.063827
ADGRV1	5	89854617	90460254	296	40	1518532	6.3785	8.9414e-11
ARRDC3	5	90664541	90679149	2	1	1595686	2.0227	0.021552
NR2F1	5	92919043	92930319	1	1	1597262	0.137	0.44552
FAM172A	5	92953431	93447404	146	10	1521688	3.1434	0.00083493
KIAA0825	5	93486556	93954309	131	35	1485820	2.1454	0.015961
SLF1	5	93953086	94033326	34	7	1593932	2.4551	0.0070429
MCTP1	5	94038280	94620279	276	57	1551346	1.5359	0.062283
FAM81B	5	94727048	94786145	40	11	1541242	1.3287	0.091966
SKIC3	5	94799599	94890709	33	5	1516656	3.0331	0.0012103
ARSK	5	94890825	94940806	12	4	1302608	2.3094	0.010461
RFESD	5	94982471	94992849	10	4	1292124	1.6911	0.045408
SPATA9	5	94987885	95018885	16	4	1430507	2.3038	0.010616
RHOBTB3	5	95049181	95132071	31	6	1511257	1.9828	0.023692
GLRX	5	95149553	95158577	5	3	1578613	3.801	7.2067e-05
ELL2	5	95220802	95297775	39	3	1564076	2.1624	0.015293
PCSK1	5	95726040	95768985	22	4	1584521	7.859	1.9355e-15
CAST	5	95997741	96110387	82	17	1566936	4.5804	2.3208e-06
ERAP1	5	96096514	96149848	54	11	1587085	6.3025	1.4649e-10
ERAP2	5	96211644	96255420	25	3	1595187	2.4917	0.0063573
NA	5	96269784	96271855	2	1	1586367	0.29687	0.38328
LNPEP	5	96271346	96365115	28	4	1574538	4.0152	2.9703e-05
LIX1	5	96427574	96478520	21	3	1557810	1.503	0.066422
RIOK2	5	96496571	96519005	13	3	1591590	1.9439	0.025955
RGMB	5	98104999	98132198	17	6	1305345	5.2427	7.9102e-08
CHD1	5	98189689	98264522	27	6	1473778	4.11	1.9784e-05
FAM174A	5	99871051	99922440	19	5	1432495	3.2623	0.00055265
ST8SIA4	5	100142639	100238989	30	5	1553136	3.4877	0.00024363
SLCO4C1	5	101569690	101632253	27	6	1592024	7.2363	2.306e-13
SLCO6A1	5	101707492	101834720	32	4	1591774	7.0696	7.7675e-13
PAM	5	102201527	102366809	46	4	1496644	6.1094	5e-10
GIN1	5	102421704	102455842	17	2	1591108	5.9068	1.7443e-09
PPIP5K2	5	102455958	102539224	28	4	1585306	8.1235	2.2644e-16
MACIR	5	102594442	102614361	5	2	1587157	3.0783	0.0010408
NUDT12	5	102884556	102898493	9	3	1419352	-0.86686	0.80699
EFNA5	5	106712590	107006596	204	55	1458248	5.1158	1.5621e-07
FBXL17	5	107194734	107718080	253	29	1526543	8.0645	3.6779e-16
FER	5	108083523	108523373	111	20	1585325	6.1094	5e-10
PJA2	5	108670410	108745675	22	4	1553657	3.8916	4.9799e-05
MAN2A1	5	109025156	109203429	59	10	1561756	5.19	1.0517e-07
TMEM232	5	109755197	110062507	89	11	1488391	-0.73459	0.76871
SLC25A46	5	110073837	110100857	14	5	1416553	-0.46601	0.6794
TSLP	5	110405778	110413722	8	3	1362272	2.7333	0.0031348
WDR36	5	110427870	110466200	23	5	1496621	1.832	0.033479
CAMK4	5	110559947	110830584	120	22	1563947	2.7876	0.0026547
STARD4	5	110831731	110848234	9	4	1452843	6.826	4.3656e-12
NREP	5	111065000	111312628	98	19	1568586	7.3361	1.0995e-13
EPB41L4A	5	111478139	111755187	166	32	1526581	5.3876	3.5712e-08
APC	5	112043202	112181936	53	6	1550638	6.1094	5e-10
SRP19	5	112196885	112228776	18	4	1519191	7.8672	1.8135e-15
REEP5	5	112212081	112258339	24	4	1556156	7.868	1.8015e-15
DCP2	5	112312399	112357892	20	3	1583424	7.8237	2.564e-15
MCC	5	112357796	112824527	303	36	1570189	9.609	3.6622e-22
TSSK1B	5	112768251	112770728	3	2	1597008	2.9444	0.0016179
YTHDC2	5	112849391	112930984	36	4	1594955	6.7742	6.2537e-12
KCNN2	5	113698016	113832197	63	15	1505929	2.0734	0.019068
TRIM36	5	114460459	114516243	25	6	1560870	5.1762	1.1324e-07
PGGT1B	5	114546527	114599123	25	5	1592311	1.3473	0.088938
CCDC112	5	114602885	114632458	11	3	1588586	0.20763	0.41776
FEM1C	5	114856605	114880591	4	2	1590993	5.9439	1.3916e-09
TICAM2	5	114914339	114952142	14	3	1592195	8.5201	7.9689e-18
TMED7-TICAM2	5	114914339	114961876	16	3	1591921	7.8875	1.5419e-15
TMED7	5	114948905	114961876	4	2	1593685	6.1094	5e-10
CDO1	5	115140430	115152405	5	2	1302676	1.257	0.10438
ATG12	5	115163893	115177548	9	4	1520507	4.9162	4.4122e-07
AP3S1	5	115177303	115249778	20	5	1569911	7.0664	7.9509e-13
LVRN	5	115298151	115363303	69	15	1537627	3.427	0.00030513
ARL14EPL	5	115387163	115394827	7	2	1513188	1.0611	0.14432
COMMD10	5	115420727	115628978	89	8	1577509	1.6748	0.046986
SEMA6A	5	115779251	115910551	123	37	1435175	2.341	0.0096152
DTWD2	5	118172569	118324240	41	8	1571609	1.4341	0.075778
DMXL1	5	118406839	118584822	52	11	1494534	4.1309	1.8066e-05
TNFAIP8	5	118604418	118730294	91	22	1570104	3.6833	0.00011513
HSD17B4	5	118788138	118878030	36	7	1587393	2.7751	0.0027589
FAM170A	5	118965254	118971517	4	2	1597363	1.9749	0.024139
PRR16	5	119799973	120023009	102	22	1552451	4.6056	2.0561e-06
FTMT	5	121187650	121188528	1	1	1015172	1.4549	0.072848
SRFBP1	5	121297656	121364295	24	6	1427685	7.9663	8.1746e-16
LOX	5	121398890	121414206	8	2	1579490	7.7637	4.1246e-15
ZNF474	5	121465215	121489266	9	3	1420061	4.8351	6.6556e-07
LOC100505841	5	121495871	121518358	9	3	1382513	2.0125	0.022082
SNCAIP	5	121647455	121799794	67	12	1449489	3.3471	0.00040832
SNX2	5	122110691	122170234	17	3	1589102	-0.62393	0.73366
SNX24	5	122181149	122347317	63	6	1584104	0.8394	0.20062
PPIC	5	122359078	122372425	6	2	1589110	0.51891	0.30191
PRDM6	5	122424841	122529960	79	15	1582588	3.4106	0.0003241
CEP120	5	122680579	122759286	40	6	1590860	6.1094	5e-10
CSNK1G3	5	122847793	122952739	33	4	1573126	7.6874	7.5069e-15
ZNF608	5	123972606	124084517	53	14	1582382	6.1094	5e-10
GRAMD2B	5	125695788	125829853	64	24	1431933	3.1998	0.0006876
ALDH7A1	5	125877533	125931104	30	10	1474828	0.94559	0.17218
PHAX	5	125936607	125962944	9	1	1592038	1.5735	0.057804
TEX43	5	125967414	125971974	4	1	1596920	0.55437	0.28966
LMNB1	5	126112315	126172712	26	6	1548156	3.7087	0.00010415
MARCHF3	5	126203406	126366500	57	7	1527707	4.8226	7.0843e-07
C5orf63	5	126378250	126409184	11	2	1597284	3.5396	0.00020038
MEGF10	5	126565206	126796914	99	15	1559296	5.7989	3.3372e-09
PRRC1	5	126853301	126890781	17	2	1522865	6.217	2.5342e-10
CTXN3	5	126984713	126994322	12	7	1411595	2.1229	0.016882
SLC12A2	5	127419483	127525380	28	3	1564989	7.8332	2.3784e-15
FBN2	5	127593601	127873735	129	24	1552716	7.3043	1.3936e-13
SLC27A6	5	128300951	128369335	46	8	1594778	2.5723	0.0050508
ISOC1	5	128430442	128449721	12	5	1559155	4.1041	2.029e-05
ADAMTS19	5	128796103	129074376	94	11	1581701	7.4458	4.8179e-14
MINAR2	5	129083884	129100756	6	2	1578779	6.1094	5e-10
CHSY3	5	129240389	129522327	84	9	1543995	6.7785	6.0716e-12
HINT1	5	130494976	130501041	4	1	1593374	6.1094	5e-10
LYRM7	5	130506641	130541119	12	3	1434942	8.3667	2.9626e-17
CDC42SE2	5	130599702	130730383	47	7	1485012	8.3341	3.9058e-17
RAPGEF6	5	130759614	130970929	59	6	1483687	7.5689	1.8814e-14
FNIP1	5	130977407	131132756	29	4	1534851	8.349	3.4423e-17
MEIKIN	5	131142683	131281391	30	3	1385775	7.8257	2.5236e-15
ACSL6	5	131285666	131347761	35	5	1567421	6.1094	5e-10
IL3	5	131396347	131398896	2	1	1597343	6.1094	5e-10
CSF2	5	131409485	131411863	2	1	1597242	6.1094	5e-10
P4HA2	5	131528299	131563556	16	4	1582549	6.1094	5e-10
PDLIM4	5	131593351	131609147	8	2	1593789	6.1094	5e-10
SLC22A4	5	131630145	131679899	60	7	1555751	6.1094	5e-10
SLC22A5	5	131705396	131731306	28	5	1589852	6.1094	5e-10
IRF1	5	131817301	131826465	9	1	1583771	6.1094	5e-10
IL5	5	131877136	131892555	3	2	1403748	6.1094	5e-10
RAD50	5	131892616	131980313	30	4	1562110	8.2834	5.9848e-17
IL13	5	131993865	131996801	7	2	1399337	7.7668	4.0257e-15
IL4	5	132009678	132018370	10	2	1537262	6.0111	9.2155e-10
KIF3A	5	132028323	132073265	20	3	1523931	6.2838	1.6517e-10
CCNI2	5	132083137	132089856	3	2	1402800	1.0339	0.15058
SEPTIN8	5	132086509	132113976	11	1	1531344	2.6896	0.0035768
SOWAHA	5	132149033	132152489	1	1	1597255	-0.41062	0.65933
SHROOM1	5	132157833	132166655	1	1	1315773	-2.7567	0.99708
GDF9	5	132196877	132202238	5	2	1523338	4.3446	6.9757e-06
UQCRQ	5	132202319	132204536	1	1	1565976	2.3499	0.009388
LEAP2	5	132209358	132210582	1	1	1591202	2.401	0.0081761
AFF4	5	132211071	132299354	21	4	1579517	1.8606	0.031402
ZCCHC10	5	132332677	132362275	9	1	1582707	0.012683	0.49494
HSPA4	5	132387662	132440709	19	4	1510148	2.1132	0.01729
FSTL4	5	132532152	132948223	298	70	1520372	6.6352	1.6208e-11
C5orf15	5	133291198	133304406	4	2	1368842	2.5725	0.0050487
VDAC1	5	133307566	133341300	15	4	1595382	3.9135	4.5484e-05
TCF7	5	133450402	133483920	18	7	1465146	2.1042	0.017681
SKP1	5	133492082	133512724	11	3	1533914	-0.27349	0.60776
PPP2CA	5	133532148	133561950	5	1	1584416	2.3126	0.010371
CDKL3	5	133571817	133706805	29	3	1512449	2.9907	0.0013919
UBE2B	5	133706843	133727799	5	1	1592849	2.3745	0.0087871
CDKN2AIPNL	5	133737756	133747598	2	1	1596009	-0.37475	0.64608
JADE2	5	133860003	133918918	38	11	1486915	7.4511	4.6272e-14
SAR1B	5	133936839	133968533	4	1	1590262	6.1094	5e-10
SEC24A	5	133984472	134063601	5	3	1438131	7.5243	2.6505e-14
CAMLG	5	134074170	134087850	2	1	1584439	6.1094	5e-10
DDX46	5	134094461	134166811	22	6	1568625	7.8504	2.0729e-15
C5orf24	5	134181370	134195425	3	2	1577962	4.6166	1.9503e-06
TXNDC15	5	134209427	134237323	4	2	1587494	6.1094	5e-10
PCBD2	5	134240810	134298336	27	6	1575667	7.8304	2.4309e-15
CATSPER3	5	134303596	134347397	16	5	1451330	6.1094	5e-10
PITX1	5	134363424	134369964	4	1	1591084	6.1094	5e-10
PITX1-AS1	5	134368970	134680370	173	52	1443415	6.1094	5e-10
MACROH2A1	5	134670071	134735645	24	4	1592678	1.0986	0.13597
DCANP1	5	134779904	134783038	8	2	1597339	2.1008	0.017831
TIFAB	5	134784558	134788089	2	1	1591142	1.9047	0.028409
NEUROG1	5	134869972	134871639	2	1	1457099	0.56266	0.28683
CXCL14	5	134906369	134914969	6	2	1591287	-1.4147	0.92143
SLC25A48	5	135170365	135224326	41	10	1533763	3.7268	9.6967e-05
IL9	5	135227935	135231516	4	1	1545763	2.8084	0.0024896
FBXL21P	5	135266006	135277367	10	4	1593737	4.2557	1.0419e-05
LECT2	5	135282600	135290723	7	3	1596990	5.5592	1.355e-08
TGFBI	5	135364584	135399507	27	4	1572709	0.036102	0.4856
SMAD5	5	135468536	135518422	24	2	1592640	2.7953	0.0025922
TRPC7	5	135548458	135701164	66	12	1512146	3.761	8.4623e-05
SPOCK1	5	136310987	136835018	331	46	1567442	1.8372	0.03309
KLHL3	5	136953189	137150310	69	11	1583311	4.9527	3.6601e-07
HNRNPA0	5	137087073	137090039	1	1	1597352	1.0679	0.14279
MYOT	5	137203536	137223540	4	2	1503357	1.724	0.042354
PKD2L2	5	137225125	137276156	21	3	1517000	2.8639	0.0020926
FAM13B	5	137273638	137387650	29	3	1564807	3.0613	0.001102
WNT8A	5	137419581	137428337	5	2	1498280	5.1583	1.246e-07
NME5	5	137450861	137475132	6	2	1584480	7.2192	2.6145e-13
BRD8	5	137475455	137514358	14	4	1457922	6.8093	4.903e-12
KIF20A	5	137514408	137523404	6	4	1334878	8.1281	2.1801e-16
CDC23	5	137523337	137549032	14	5	1317738	7.3412	1.0588e-13
GFRA3	5	137588069	137610544	5	3	1319573	7.4745	3.8738e-14
CDC25C	5	137620959	137674064	16	3	1546604	6.7174	9.2474e-12
FAM53C	5	137673224	137685418	5	2	1597364	6.5464	2.9479e-11
KDM3B	5	137688285	137772716	28	5	1591062	6.6943	1.0836e-11
REEP2	5	137774690	137782658	7	3	1482480	7.6523	9.8709e-15
EGR1	5	137801181	137805004	1	1	1581326	2.5143	0.0059627
ETF1	5	137841782	137878989	15	3	1476349	0.20509	0.41875
HSPA9	5	137890571	137911318	7	2	1574315	2.4576	0.0069925
CTNNA1	5	138089075	138270723	44	4	1448127	1.3389	0.090299
LRRTM2	5	138205079	138211057	3	1	1597165	-0.11512	0.54583
SIL1	5	138282409	138534065	92	6	1489780	3.3248	0.00044236
MATR3	5	138609441	138667366	19	3	1376127	5.9691	1.1925e-09
SLC23A1	5	138702885	138720632	6	2	1579110	5.6624	7.4649e-09
SPATA24	5	138731514	138739820	3	1	1595148	6.1094	5e-10
DNAJC18	5	138745892	138780171	10	2	1572042	6.4027	7.6338e-11
STING1	5	138855113	138862343	2	1	1596753	8.5415	6.625e-18
UBE2D2	5	138940751	139008019	13	4	1416817	6.8099	4.8837e-12
CXXC5	5	139028301	139063467	9	3	1445342	6.1094	5e-10
PSD2	5	139175406	139224051	20	4	1509034	5.5447	1.4725e-08
NRG2	5	139226364	139422884	79	18	1467397	3.7834	7.735e-05
PURA	5	139493708	139499001	1	1	1597348	-1.3745	0.91535
CYSTM1	5	139554653	139623374	16	3	1592755	2.4262	0.007629
PFDN1	5	139624635	139682689	11	3	1583108	2.4504	0.0071357
HBEGF	5	139712428	139726188	11	4	1573198	4.9591	3.5404e-07
SLC4A9	5	139739787	139754722	8	3	1435772	7.9616	8.4901e-16
