GENEID	P
COL23A1	0.034276402
NT5DC4	0.034285014
HSPD1P10	0.034285014
RP11-148B6.2	0.034285014
CTB-78F1.2	0.034288536
SLC39A6	0.034363919
RP11-973H7.3	0.034367307
S100A11P1	0.034368125
RP11-909M7.3	0.034396536
RHEBP3	0.034445677
HAUS6	0.034446109
KCNQ1DN	0.034446109
RNU6-1136P	0.03445478
RP11-527J8.1	0.034457696
IRF3	0.034463124
OR6M1	0.034463124
AL161626.1	0.034463124
SNORA74B	0.03455381
ABAT	0.034584491
ZNF554	0.034588804
AKR1C1	0.034609449
ANAPC7	0.034609449
TAZ	0.034610166
RP11-526A4.1	0.034652078
AC072052.7	0.034655695
AC009110.1	0.034655695
RNU4-48P	0.0346635
HHLA2	0.03467486
RP11-384C4.3	0.034702586
RP11-429E11.2	0.034712984
FUK	0.034759729
NEDD8-MDP1	0.034773862
PRRG2	0.034817105
RAB13	0.034817105
SORCS3	0.034833651
SNORD45	0.034841781
RP11-565F19.4	0.034872345
ESM1	0.034881988
RP11-2N1.1	0.034881988
ZNF883	0.034885683
DOK3	0.034905101
RP5-858B6.1	0.034905101
PLAGL1	0.034910362
PDF	0.034910362
RP11-507K2.3	0.034910362
RP11-637O19.2	0.034914384
CTD-2228K2.5	0.034916186
KHDC3L	0.034964539
RP5-1180C10.2	0.034964539
CACNB1	0.035005347
ABCE1	0.035018404
OR1B1	0.035021425
CALCB	0.035030728
SAT2	0.03504192
MOCS3	0.03504349
SDR9C7	0.03504349
RRS1	0.03504349
AC004980.1	0.03504349
RP1-45I4.3	0.03504349
RP11-454P21.1	0.035057852
RP11-728G15.1	0.035091332
CTD-2568A17.5	0.035109144
RP11-212D3.4	0.035158959
CTB-171A8.1	0.035158959
RP11-345P4.7	0.035158959
RNA5SP263	0.035179182
IRS1	0.035184649
LINC00620	0.035222429
RP11-701I24.3	0.035222429
NPIPB7	0.035231554
PRSS35	0.035233569
LA16c-316G12.2	0.035237861
RP11-800A3.7	0.035259763
IGBP1P1	0.035298179
U2AF1	0.03533379
RNA5SP93	0.035341061
RP11-106A1.2	0.03534759
HMGN1	0.035347858
RP11-326L17.1	0.03537095
POU2AF1	0.035378763
BEX4	0.03539207
ABCD2	0.035393362
ST8SIA2	0.035411598
RP11-28F1.2	0.035460313
PSPC1	0.035460616
KCNE1L	0.035460616
C1orf95	0.035460616
AC013275.1	0.035460616
SLC6A13	0.03549128
RN7SKP101	0.035571063
RP11-159M11.2	0.035571063
DVL2	0.035576986
AP4B1	0.035583712
RP11-279F6.2	0.035583712
CNN1	0.035588976
LINC00599	0.035618628
RP11-21M24.2	0.035655971
AC018865.8	0.035657354
AC133644.3	0.03567343
HSPA8P1	0.035680264
GBP3	0.035680562
GNS	0.035680562
FGF18	0.035680562
ZNF121	0.035680562
CTA-929C8.8	0.035680562
RP11-552E20.4	0.035687679
RP11-52L11.4	0.035688702
KPNA1	0.035693767
BTBD9-AS1	0.035703286
FYTTD1P1	0.035705792
TFAP2C	0.035790201
SLC9A3	0.035790706
ZIC5	0.035791363
RP11-255G21.1	0.035791363
AC000111.4	0.03581006
AC068580.6	0.035832427
UBR5	0.035854207
DCHS1	0.035915549
RP11-703I16.3	0.035923284
HOMER3	0.035927448
RP11-460I13.6	0.035927448
AC004987.9	0.035969831
PPFIBP2	0.035972662
SKAP1	0.035981156
MRFAP1	0.036000265
RP11-527H14.2	0.036000265
RP13-52K8.1	0.036002215
CTAGE7P	0.036002215
RP11-326I11.4	0.036002215
RP11-333E13.2	0.03601113
RP11-342M21.2	0.036022622
RTP3	0.036027881
KITLG	0.036046147
RP11-46H11.12	0.036046315
RN7SKP197	0.036046315
MLLT3	0.03605231
RP11-22A3.2	0.036090226
POLDIP3	0.036100864
RP11-286H14.8	0.036109697
MAL	0.036113742
RP11-35G22.1	0.036113742
CTD-2256P15.1	0.036137638
LRP1B	0.036160365
TNFRSF9	0.036172
MRPS18A	0.036172
RP3-453D15.1	0.036172
RP11-528A10.2	0.036188841
PNRC2	0.036202684
C8orf34	0.036211463
CTD-3199J23.6	0.036211463
AC010642.2	0.036236375
RP11-297M9.1	0.036239107
FMO3	0.036242071
MIPEP	0.036253579
TRGC2	0.036273885
EIF2S1	0.036274662
SIMC1	0.036274662
RP11-697N18.1	0.036274662
RP11-386P4.1	0.036274662
RP11-568K15.1	0.03628017
RP11-1114A5.5	0.036300497
GUSBP3	0.036300497
C5orf22	0.036300872
CADM1	0.036300872
PRKAR1AP	0.036302344
RP11-23D24.2	0.036302876
EMC10	0.036316675
STK32C	0.036325302
C5orf48	0.036329378
RP11-556I14.2	0.036388042
GAS2L1	0.036400923
DUSP26	0.036406611
RP11-474D1.4	0.036426114
ROBO1	0.036482364
TAF7L	0.036510386
ZNF273	0.036510386
TRAF3IP2-AS1	0.036510386
GOLGA6L1	0.036544764
MAP2K2	0.036601816
APOB	0.036620548
HECW2	0.036620548
BEND7	0.036637504
FAM188A	0.036663919
BRPF1	0.036693082
RP11-930O11.1	0.036743723
PHLDA2	0.036770276
RP11-1217F2.9	0.03679353
CDH17	0.036805959
CWC22	0.036805959
RP4-553F4.6	0.036821076
RP1-12G14.7	0.036821076
DARC	0.036829546
RPL12P4	0.036847607
ZNF286B	0.036862106
RP11-363J20.1	0.036882451
OTUD7A	0.036900809
MTND4P29	0.036900809
RP11-181K12.2	0.036900809
RN7SL179P	0.036900809
RP11-131K5.1	0.036900809
AC000367.1	0.036912621
RP4-683L5.1	0.036912621
ACTR3BP4	0.036936104
RP11-792A8.1	0.036936338
NDUFAF5	0.036937408
C18orf21	0.036948862
RP11-483H11.1	0.036948862
RPL7P56	0.036966405
ZNF428	0.036975023
C6orf120	0.036975023
XKR5	0.037003231
AC005954.3	0.037024422
SNX6	0.037033337
NTPCR	0.037033337
TPGS1	0.037033337
RP11-417B4.3	0.037033337
RP11-1L12.3	0.037048305
AC093585.6	0.037060384
RP11-523L20.1	0.037061845
PDE8A	0.037076724
PHEX	0.037087979
RP11-161I6.2	0.037105917
RP11-411K7.1	0.037184864
GPLD1	0.03720988
RP11-221E20.5	0.037212558
SLMO1	0.037230149
A3GALT2	0.037230149
RP11-13J8.1	0.037275193
RP11-615I2.1	0.037300561
RND1	0.037338152
DENND5A	0.037394896
PHTF2	0.037417276
LAYN	0.037433068
PHF21A	0.037435719
HIST1H2AB	0.037441738
RP11-274B21.5	0.037441738
RP11-121P10.1	0.037447914
RP11-307B6.3	0.037469843
RP11-654E17.2	0.03747556
POM121L8P	0.03747556
LINC00971	0.03750602
MYRF	0.037512971
PLLP	0.037535088
AC116407.2	0.037550245
RHOBTB1	0.037562256
CTSK	0.037562256
NRD1	0.037576526
RIN3	0.037576526
MTMR10	0.037576526
RN7SL660P	0.037576526
CCL19	0.037615937
RP11-498D10.8	0.037637637
ZNF28	0.037650247
RP11-631M6.2	0.037667784
RP5-821D11.7	0.037686253
CPPED1	0.037689177
KCNK6	0.037717414
RP11-687M24.7	0.037720469
CTD-2369P2.2	0.037737206
PSEN1	0.037738879
GSTK1	0.037738879
TMSB15A	0.03774005
AP001891.1	0.037787191
FAM204CP	0.037789238
OR5BA1P	0.037806894
ANKRD54	0.037860612
SRP14	0.037861186
RP11-187E13.2	0.037863222
SNORD113-4	0.037893205
RP11-69M1.4	0.037912452
CTA-440B3.1	0.037917127
IQCA1	0.037920446
CTB-49A3.5	0.037920446
SEPT7P2	0.037924269
M1AP	0.037933245
RP11-1101K5.1	0.037933245
MGAM	0.037933245
TTLL7-IT1	0.037939401
FAHD1	0.037959323
RN7SL412P	0.037959323
FOSB	0.037973762
LINC00898	0.037978931
INSC	0.037988545
RP11-166O4.5	0.037989848
GLIS1	0.03801556
PSMB8	0.038026338
FOLH1	0.038046169
CTNND1	0.038046169
SNORD115-8	0.038046169
BASP1P1	0.038046169
KB-1471A8.1	0.038046169
NDUFAF1	0.038062849
SLC30A5	0.03808555
AC051649.16	0.03808555
CXCL1	0.038107923
TCEB2P1	0.038107923
RP11-861E21.2	0.038107923
ADAM33	0.038127274
IL4I1	0.038138075
AC023469.1	0.038170477
KRT16P2	0.038170477
NR0B1	0.038206989
ADRA1A	0.038215875
ALG1L8P	0.038215875
ZNF888	0.038218
RP1-182O16.2	0.03824718
VPS52	0.038336987
IKBKE	0.038337731
RP1-232L24.3	0.038337731
RP11-77G23.2	0.038337731
STK38	0.038346896
STIL	0.038346896
FOCAD	0.038346896
ABHD17AP4	0.038353775
RP11-588K22.2	0.038391496
RBM38	0.038412319
MIR1303	0.038465196
EHD2	0.038476531
LINC00669	0.038481576
RP11-621K7.1	0.03849077
RP11-264L1.4	0.03849077
ZNF256	0.038520462
ARMS2	0.038539356
RP11-533E19.7	0.038539356
LINC00087	0.038542232
SKIDA1	0.038563989
PPP2R5A	0.03859675
C10orf111	0.03859675
RP11-754B17.1	0.03859675
hsa-mir-5572	0.03859675
RP11-197M22.2	0.038628781
MMP8	0.038651327
UBXN7-AS1	0.038651327
CTD-2619J13.17	0.038651327
CTD-2265M8.2	0.038651982
TRIM44	0.038669112
KRT18P33	0.038677618
RP11-93B14.4	0.03869237
RP11-197N18.7	0.038703895
HNRNPA1P7	0.038704355
MTMR9	0.038739799
RP11-927P21.8	0.038739799
RPL7L1P5	0.038825804
CTD-2003C8.2	0.03884952
RNU6-790P	0.038874446
RP11-114H24.5	0.038881492
RFX4	0.038922355
TMPRSS9	0.038922355
GCNT3	0.039026081
USH1C	0.039032339
CTC-555I19.1	0.039032339
RP11-177C12.1	0.039032339
RP11-307P22.1	0.039036317
RNU6-298P	0.03903754
KCNJ2-AS1	0.039076537
OVCH2	0.039090432
C19orf26	0.039100318
CTU2	0.039100318
USO1	0.039101004
CMC2	0.039108807
RP3-497J21.1	0.039108807
RP11-95D17.1	0.039108807
RTF1	0.039161378
SLC4A2	0.039161378
TMEM51-AS1	0.039211373
RP11-680F20.4	0.039215094
STX17	0.039215671
METTL17	0.039216634
LINC01043	0.039224904
CTB-43E15.4	0.03923535
AMOTL2	0.039261419
AL158151.2	0.039261419
RP11-134K1.3	0.039261419
SPG21	0.039265014
FLNB	0.039268655
AC092338.5	0.039268655
AGO2	0.039269697
RP11-675F6.3	0.039291913
TMEM33	0.039294189
OTUB2	0.039308771
RP11-271F18.1	0.039352207
ATG3	0.039419435
RPRD2	0.039435664
ATG4D	0.039462243
PROB1	0.039462243
KRT8P12	0.039462243
AC011899.9	0.039462243
RP11-158K1.3	0.039462243
RP11-799M12.2	0.039462243
GNRH2	0.039475041
RP11-96H17.1	0.039475041
RP11-20I23.13	0.03948126
RP11-157J24.2	0.039492348
TM9SF3	0.039493846
RNF26	0.039504356
EFCAB8	0.039504356
RP11-250H24.2	0.039504356
ITGB6	0.039508205
RP11-15E18.1	0.039508205
RRP7A	0.03951425
RBBP7	0.039529467
MPG	0.039585281
KATNAL2	0.039585281
FAM129C	0.039585281
PIGP	0.039585281
CXorf40B	0.039585281
RP11-430H10.1	0.039585281
LRRC8D	0.039642476
RP11-471N19.1	0.039647616
PLN	0.039661243
GSS	0.039728729
TMEM192	0.039728729
TRIM77	0.039728729
RPL29P12	0.039728729
RN7SL789P	0.039728729
AC007557.3	0.039729319
BARX2	0.03973692
NELFE	0.039745583
RP11-664H7.2	0.039787727
RP11-716H6.1	0.039820156
SCGN	0.039826916
DOCK1	0.039826916
AC079781.5	0.039826916
RP11-310I24.1	0.039826916
AL359878.1	0.039846894
C4orf27	0.039855439
LINC00500	0.039862412
ALCAM	0.039864996
RP5-1042K10.12	0.039864996
RP11-675F6.4	0.039864996
BCL11A	0.039881032
AC007682.1	0.039933386
MST4	0.039936447
SSSCA1	0.039936447
AC005943.4	0.039948281
ADORA2A-AS1	0.040013342
ARMC1	0.040020061
MEIS1	0.040051427
AC087163.2	0.040098949
HAPLN3	0.040103
TMEM248	0.040109067
TUBA1A	0.040109067
ASL	0.040122077
RP11-1017G21.5	0.040158113
RP11-527F13.1	0.040177676
AC140061.3	0.04018597
METTL24	0.040260888
UNC13D	0.040311027
RP11-100G15.7	0.040311027
CTD-2033D24.1	0.040311027
RP11-673E11.2	0.040338049
OR51Q1	0.040349728
RAB43P1	0.04040656
RP11-524D16__A.3	0.04040909
XXYLT1-AS2	0.040423309
RNA5SP61	0.040423309
DLGAP1-AS2	0.040423309
LINC00664	0.040423309
TMEM234	0.040466704
VWA5A	0.040485322
CD69	0.040496287
RP11-73E6.2	0.040520692
SNORD115-10	0.04052585
DCAF4L2	0.040558133
RP11-981G7.6	0.040584192
PAN3-AS1	0.040594024
AC009303.3	0.040613983
APOPT1	0.040671312
CCNB2	0.040684062
RP11-180O5.2	0.040684062
MCF2L2	0.040728231
GNAT3	0.040747191
RNU7-87P	0.040747191
RP11-673E1.4	0.040747191
TMEM5	0.040771959
CHST7	0.040785222
RN7SL121P	0.040873787
RP11-43F13.1	0.040904601
RN7SL74P	0.040924844
AC002400.1	0.040969795
P2RX4	0.04103769
RNF5	0.04103769
KRT7	0.041070943
LINC00698	0.041070943
GGACT	0.04108997
EXOC3L4	0.04108997
MPZL2	0.041130807
RP11-346C20.3	0.041130807
WDR73	0.041163604
TMOD1	0.041168329
RP11-624M8.1	0.041168329
TNK1	0.041174092
HOXD-AS1	0.041196608
USP14	0.041207984
RP11-61A14.1	0.041218395
TMEM203	0.041233369
TSPAN12	0.041272439
ZNF462	0.041272439
TDRD6	0.041316102
PCYT1B	0.041325007
NDNL2	0.041364996
ZNF426	0.041370535
ATF6	0.04138029
TSPEAR	0.04138029
NACA	0.041395846
C21orf91	0.04139782
GRAMD4	0.041418333
TNS4	0.041501865
PTRF	0.041511386
ACER3	0.041536903
AC004066.3	0.041547884
RP11-570L15.2	0.041561403
CDYL2	0.04156236
RPS3AP3	0.041562545
LLPH	0.041577548
DUSP3	0.041676564
UNC5C	0.041715809
ARHGAP22	0.041731852
AC005618.6	0.041731852
HIC2	0.041738938
RP11-692D12.1	0.041738938
RP3-466P17.1	0.041738938
SAMD13	0.041739482
LINC00272	0.041797548
SNORA72	0.041797548
SNORD116-26	0.041819915
CRELD1	0.041841001
ZNF785	0.041841001
RP11-617D20.2	0.041841001
FAH	0.041843252
FAM210A	0.041846462
TRUB2	0.041862356
SLC9A7P1	0.041919222
C15orf59	0.041932623
8-Sep	0.041935755
UBE2G2	0.041969457
RP1-145M24.1	0.041969457
GAPDHP69	0.041973277
RP11-65E22.2	0.041973277
PRKG1-AS1	0.042048264
SLC35F2	0.042058829
DAAM1	0.042100211
RP11-178L8.9	0.042110314
ELAC1	0.042154026
TRMT61B	0.042154026
RNU6-610P	0.042154026
CDO1	0.042206166
RP11-266A24.1	0.042254926
C1orf198	0.042256063
RP11-38G5.4	0.042256335
LINC00671	0.042299354
RNU6-1337P	0.042303167
EBP	0.042308352
DHX37	0.042308352
AC006480.1	0.042326621
FXYD4	0.042353944
RP11-414C16.1	0.042353944
CDC42P3	0.042369003
ZNF788	0.042377537
CELSR1	0.042397851
RN7SL872P	0.042397851
CCDC82	0.042407301
SEC24C	0.042500597
CDH6	0.042568813
KIAA1456	0.042629204
PTP4A2	0.042641722
OR13I1P	0.042731924
ZNF207	0.042733532
S100A12	0.042762623
SAMD4B	0.042762623
ZNF492	0.042762623
RP11-342A1.1	0.042762623
CTD-2165H16.4	0.042762623
ZNF740	0.04277884
BIK	0.042805239
MEIOB	0.042811609
TBCE	0.042820558
AC008269.2	0.042820558
PSRC1	0.042820878
SDE2	0.042820878
ZNF131	0.042820878
RP11-383J24.2	0.042830033000000003
RP11-119H12.3	0.042830033000000003
UNC5B	0.042840321
RP11-109G23.1	0.042855198
FZD10	0.042861088
WBSCR22	0.042875413
CTC-458I2.2	0.042881842
CEP112	0.042890489
HHIP	0.042902506
DPH2	0.042903402
MLIP	0.042918723
RASA3-IT1	0.042961647
PHB2	0.04297925
RP11-455J20.3	0.04297925
CTD-2298J14.2	0.043006545
KCNAB3	0.043027002
UPP2	0.043051162
SNRPA	0.043051162
CDK2AP2P2	0.043063049
MTMR7	0.043068038
RP11-103J8.1	0.043081498
LYPD3	0.043115138
DUSP6	0.043115138
MIR99A	0.043115138
NAT8	0.043117031
PAXBP1-AS1	0.043117031
ZDHHC8	0.043135726
RP11-465I4.2	0.04314206
AC005546.2	0.04314206
NUP50	0.043149087
AC005162.5	0.043151884
RP11-145M4.2	0.043151884
AP000442.1	0.043151884
MTRNR2L3	0.043151884
RP1-244F24.1	0.043151884
KLF9	0.043157475
RN7SL702P	0.043171404
C14orf1	0.043174717
CD3G	0.043177514
FAXDC2	0.0431783
ADH5	0.043178546
HNRNPA1P54	0.043178546
MYO10	0.04319551
GINS3	0.04319551
TAF5L	0.043228721
RP11-467P9.1	0.04324197
PCDHA7	0.043273924
RP11-12A2.1	0.043273924
RP11-174C7.2	0.043273924
CTD-2235C13.1	0.043273924
SAAL1	0.043365188
RP11-5N11.4	0.0434001
PLCL1	0.043400202
HPX	0.043422055
TLE2	0.043433225
TRIM2	0.043433225
STAT6	0.043433225
SH3RF3	0.043433225
ICMT	0.043469377
RP11-481K9.4	0.043476869
RP1-232N11.2	0.043513117
OVCH1-AS1	0.043629421
AC074011.2	0.043651829
SLC13A5	0.043692929
SCARB2	0.043701699
MLF1IP	0.043701699
RN7SKP220	0.043701699
CDC20P1	0.043701699
MTND6P4	0.043701699
C10orf53	0.043717002
TFPT	0.043747852
RP11-166N17.3	0.043754505
TJP1	0.043790541
VBP1	0.043803546
ARHGAP26-IT1	0.043803546
SPOPL	0.043814882
HOXD1	0.043824625
RP11-368L12.1	0.043824625
TNFRSF10A	0.043832317
RPUSD4	0.043834842
KDM2A	0.043836184
RP11-51F16.9	0.043836184
AC012305.1	0.043847562
PF4	0.043909874
RPL23AP79	0.043910437
SEMA3G	0.043923916
GPSM1	0.043923916
RP11-332H17.1	0.04399382
SDHCP4	0.043994951
RP5-984P4.4	0.04401818
ENO1P2	0.044019495
FMR1	0.04403983
RPL7P26	0.04403983
ZNF728	0.044046762
RP11-32P22.1	0.044049366
RP5-865N13.1	0.044049366
MTND4P12	0.044049366
ATP4B	0.044117159
CTA-984G1.5	0.044117159
AC007392.3	0.04412603
MRPS31P5	0.0441348
RP11-493G17.4	0.0441348
RPL5P34	0.044134963
FRAT1	0.044142112
PRCP	0.044177449
RN7SKP151	0.044202819
TNFRSF10D	0.044237723
MTND1P3	0.044245314
SEMA3A	0.044285608
RBM42	0.044285608
RP11-13G14.4	0.044285608
USP8	0.044311166
MPP2	0.044312632
SLC22A14	0.044314264
FRMD4B	0.044323784
LIN9	0.044323784
RP11-108K3.4	0.044341178
RPL10AP6	0.044352994
RP5-981O7.2	0.044484857
RP11-18J9.3	0.044484857
RP11-354P11.2	0.044484857
RP13-507P19.2	0.044499258
MAFB	0.044504422
RP11-20G13.3	0.044504422
MOS	0.044509137
TM4SF19-AS1	0.044556484
MIR4505	0.044556869
RP11-393I23.3	0.044599946
RNU7-9P	0.044618243
ANKRD30BP1	0.044632748
KMT2A	0.044651497
MEX3A	0.044690331
RBP7	0.04469192
LINC01034	0.04469192
CTC-441N14.4	0.044782979
RP11-466C23.5	0.044812861
ZNF703	0.044832037
C17orf102	0.044833855
BRWD3	0.044852158
RP3-417G15.1	0.044852158
AC005387.2	0.044889777
RP11-350J20.9	0.044890374
RP11-545N8.3	0.044890374
PPP1R2P5	0.044891526
ZNF192P1	0.044913559
RP11-142M10.2	0.044931659
PGAM1P9	0.044958587
ABL1	0.044986652
SGSH	0.045024822
RP11-22N12.2	0.045032492
GNA13	0.045044283
RP11-365O16.5	0.045050689
RP11-20L19.1	0.045050689
NCOA5	0.045056806
ZSCAN22	0.04505765
SIKE1	0.045091096
ADAM1A	0.045091096
NLRC4	0.045100316
TUBB2A	0.045100316
TIPRL	0.045100316
KCNJ12	0.045100316
AC084809.2	0.045100316
RP11-876N24.5	0.045100316
CDC42SE2	0.045104978
XKR9	0.045104978
RP11-118K6.3	0.045104978
PTER	0.045111377
AC063976.1	0.045111686
DNAH5	0.045138058
MEIS3	0.045138058
LGR6	0.045212098
RP11-81K2.1	0.045212098
UBQLN4	0.04524908
SLC8A2	0.045279495
RP11-161H23.9	0.045279495
C21orf2	0.045292721
SLC1A3	0.045313359
GABRG3	0.045313359
RP11-572M11.3	0.045313359
CTD-2342J14.6	0.045313359
TRIM41	0.045339355
STK31	0.045339355
RP11-480N24.4	0.045339355
RP11-8L8.2	0.045350147
NTRK1	0.045350452
ATP1B1	0.045400206
TMEM201	0.045400206
ANKRD36B	0.045400206
RP1-83M4.2	0.045448919
DYX1C1-CCPG1	0.045462896
MFAP2	0.045497432
RP11-680F20.5	0.045512352
RP5-1024G6.7	0.045512352
AMBP	0.045570769
RP3-329A5.1	0.045570769
RN7SKP276	0.045570769
HNRNPA1P45	0.045570769
RSF1-IT1	0.045574551
RP11-203J24.8	0.045586176
STEAP2	0.045587188
RP11-6N17.2	0.045587188
DIXDC1	0.045587225
RP11-61L19.3	0.045587225
HAUS1P1	0.045588802
RP11-439I14.2	0.045602024
RP11-563N6.6	0.045634267
GRAMD2	0.045661335
ZNF442	0.045661335
RPA1	0.045704725
ZBTB38	0.045704725
RNU6-115P	0.045704725
AC004692.5	0.045704725
RP11-767C1.1	0.045704725
RP11-119H12.1	0.045704725
AC005609.2	0.045704725
RP11-465I4.3	0.045704725
ELAVL3	0.045717086999999997
CAPN8	0.045717086999999997
HBQ1	0.045723438
KB-431C1.3	0.045723438
RP11-567G24.3	0.045736872
ZNF496	0.045755358
RP13-216E22.4	0.045755358
SLC35C2	0.045768857
RNU6-1082P	0.045802268
RP11-184M15.1	0.045847165
RP11-37O16.4	0.045847165
RP11-312O7.2	0.045876375
KCTD18	0.045895099
PLEKHM3	0.045895099
RP11-737O24.2	0.045895099
INPP4B	0.045933184
SERINC3	0.045936339
RP11-440G9.1	0.045936339
RP11-728K20.2	0.045969986
RP4-742N3.1	0.045982813
GAL	0.046092837
BCRP3	0.046092837
LINC00640	0.046092837
TRAF4	0.046096384
RP11-840I19.5	0.046132588
PDZD4	0.046140739
SEC14L4	0.046140739
TTC9B	0.046140739
CETN4P	0.046140739
RP11-263C24.3	0.046140739
AC008536.1	0.046140739
CTC-448F2.4	0.046148395
MVK	0.04617423
SSH2	0.046191394
ANXA11	0.046201959
LHX1	0.046208126
RP11-220I1.1	0.046209506
KB-67B5.12	0.046230229
2-Sep	0.046230393
PPM1B	0.046245413
RP11-480N24.3	0.046262922
RP1-138B7.4	0.046262922
CTA-384D8.33	0.046263213
RP11-177B4.1	0.046289822
AC008073.9	0.046298213
CTD-2293H3.1	0.046337721
RPS26P5	0.046338923
AC135178.1	0.04634366
TMEFF2	0.046359738
TMTC2	0.046377687
SEC14L1P1	0.046378984
ASIC1	0.046383334
PHF21B	0.046392398
DISC1-IT1	0.046392398
CYP4B1	0.046416517
RP11-736K20.5	0.046416517
RP11-30L15.6	0.046450367
GLTSCR1	0.046452387
RP11-481J2.1	0.046452387
CORO2B	0.046452666
RP11-333E1.1	0.046475133
SLFN5	0.046480062
LHPP	0.046511304
RP11-288E14.2	0.046524215
RP11-1007O24.3	0.046524215
SEPT7P6	0.046576998
CTD-3185P2.2	0.046578075
RP11-77P16.4	0.046637236
AC137932.1	0.046637236
CTC-428G20.1	0.046643466
OTOG	0.04665064
SLC35G6	0.04665064
RP11-778H2.1	0.046681756
NAV3	0.046693282
GHR	0.046693282
COG7	0.046693282
CHRDL1	0.04669335
AC005220.3	0.04669335
CTD-2017C7.3	0.04669335
WI2-81516E3.1	0.046721522
LINC00930	0.046721522
MTHFSD	0.046730422
FAM217B	0.046730422
RN7SL566P	0.046730422
GNL3LP1	0.046773238
TELO2	0.046802286
RP11-295P9.6	0.046831832
RP11-2E17.2	0.046831832
PPIAP30	0.046840428
RP4-758J18.2	0.046868265
ARHGAP31-AS1	0.046868265
ST3GAL4	0.046871257
RP11-458F8.3	0.04688687
SLC16A12	0.046944585
ZFR	0.046950846
RP11-399E6.1	0.046981735
PCOLCE	0.046990918
ABCC10	0.047005774
RP5-1142A6.8	0.047005774
CTD-2349P21.11	0.047005774
RP11-407N8.4	0.047005774
A1CF	0.047012617
CTD-2647L4.1	0.04701345
TRPC1	0.047013485
CAPN13	0.047023128
FAM71C	0.047034291
NPPC	0.047041247
RP11-390K5.6	0.047051651
RP5-823G15.5	0.047101826
NLRC3	0.047219309
TIMP2	0.04725383
ALG11	0.04725383
CHDH	0.047369626
SGMS2	0.047436763
DTNBP1	0.047450275
KIAA0226L	0.047450275
PTPRJ	0.047450275
RP5-944M2.3	0.047450275
RP11-92A5.2	0.047450275
TAOK1	0.047460577
TMEM199	0.047464266
RP11-572O6.1	0.047481435
AC013472.3	0.047502088
MROH1	0.047513159
RP11-430G17.1	0.047513159
DKFZP434O1614	0.047513159
ENPP7P12	0.047517431
CRADD	0.047525197
PLEKHA8P1	0.047532258
SOWAHB	0.047540544
RINT1	0.047541847
RP4-800G7.2	0.047560303
ABCF1	0.047560512
AL162431.1	0.047570753
GNB2	0.047586184
RP11-619F23.2	0.047586184
RNU6-795P	0.047586184
RP11-1007O24.4	0.047596672
SPPL2B	0.047608903
CTD-2037K23.2	0.047615655
RNU6-331P	0.047626742
RN7SL133P	0.047626742
RP11-357N13.1	0.047632431
IGLV1-50	0.04764994
RP11-315O6.1	0.047650688
RP11-482D24.2	0.047650688
MIR4755	0.047650688
HS1BP3-IT1	0.047658711
WDR77	0.047683028
CTD-2104P17.1	0.047683028
MAZ	0.04768984
SNORD115-16	0.04768984
MIR5190	0.04768984
BCAR1	0.047691106
MYL7	0.047691106
RN7SKP235	0.047691106
CASP10	0.047739954
MIR7-2	0.047739954
AC093162.5	0.047739954
FARP2	0.047740729
HAGHL	0.047749785
AC009487.5	0.047749785
RBM25	0.047750652
RP5-882O7.1	0.047776603
RP11-96O20.2	0.047776603
RP11-281O15.5	0.047783023
CRYGS	0.047801554
HMHA1	0.047832592
RNU6-667P	0.047853865
AC068657.2	0.047861132
PGM5P2	0.047893923
KIAA1199	0.04792771
CEP250	0.047928196
RP11-382J12.1	0.047941975
ATP6V0A2	0.047978361
CCDC50	0.047985354
BTBD16	0.048008029
TIMM23	0.048008029
AC027612.6	0.048008029
SNORA65	0.048022383
SDR39U1	0.048063753
ENDOV	0.048063753
GOLGA6L9	0.048079964
RP11-212I21.4	0.048120631
PCSK1	0.048131203
PDS5A	0.048184547
NRN1	0.048193075
KATNAL1	0.048217639
INO80D	0.048217639
C14orf39	0.048279947
ATP5L2	0.048279947
AC012065.7	0.048279947
RP11-250B2.5	0.048279947
ZNF587B	0.048308274
CLDN7	0.048338932
WWC2-AS2	0.048362106
AHCYP3	0.048370171000000003
RNU6-879P	0.04838823
MEOX1	0.048412784
RN7SL30P	0.048445268
RP11-12J10.3	0.048463674
FAM69B	0.04846606
RPL18AP7	0.048517067999999997
AC018766.4	0.048530496
DDX31	0.048550157
COPS8P3	0.048558821
APOC1P1	0.04860661
CYP51A1	0.048622904
MIR2681	0.04871639
RP11-301G21.1	0.048747515
VSTM5	0.048783835
RP3-340N1.2	0.048783835
AC110769.3	0.048814893
RP11-211G3.3	0.048819946
RP11-343N15.5	0.048831587
USP28	0.048834987
ACP2	0.048881036
RP3-521E19.3	0.048881036
AC100830.3	0.048881036
RP11-446H18.6	0.048881036
KRT18P55	0.048893693
GS1-251I9.3	0.048950816
CTD-3035D6.1	0.048985005
FAM185A	0.048985005
RBFADN	0.048991335
NAALAD2	0.049003476
AL133318.1	0.049003476
RP11-159H10.3	0.049031314
ACYP1	0.049039565
DR1	0.049047311
TKTL1	0.049082204
PFKFB4	0.04910718
TMEM207	0.04914828
RP11-94P11.4	0.049194336
KRT8P31	0.049227206
SNIP1	0.04926356
RP11-438E8.2	0.049353268
RP11-328K22.1	0.049419334
