HEIGHT(control)	P
OR12D2	7.17E-05
OR11A1	5.00E-10
OR10C1	1.45E-13
OR2H1	1.40E-15
MAS1L	3.13E-10
UBD	1.68E-15
OR2H2	0.83642
GABBR1	5.00E-10
MOG	7.65E-15
ZFP57	0.00040303
HLA-F	5.00E-10
NA	9.59E-12
HLA-G	5.00E-10
HLA-A	5.00E-10
POLR1H	1.75E-15
PPP1R11	1.10E-09
RNF39	1.50E-15
TRIM31	5.00E-10
TRIM40	7.90E-11
TRIM10	9.22E-17
TRIM15	5.00E-10
TRIM26	5.00E-10
TRIM39	5.00E-10
TRIM39-RPP21	5.00E-10
RPP21	5.00E-10
HLA-E	0.0072431
GNL1	7.78E-18
PRR3	5.00E-10
ABCF1	1.10E-15
PPP1R10	1.58E-12
MRPS18B	0.31566
ATAT1	8.00E-10
C6orf136	1.00E-50
DHX16	4.44E-15
PPP1R18	5.00E-10
NRM	5.80E-16
MDC1	1.59E-15
TUBB	3.25E-12
FLOT1	1.83E-15
IER3	5.74E-12
DDR1	1.70E-15
GTF2H4	5.00E-10
VARS2	5.00E-10
SFTA2	4.69E-12
MUCL3	1.03E-15
MUC21	1.85E-10
MUC22	6.92E-16
C6orf15	8.23E-16
PSORS1C1	6.89E-15
CDSN	5.00E-10
PSORS1C2	1.03E-15
CCHCR1	5.00E-10
TCF19	5.00E-10
POU5F1	5.66E-12
HLA-C	5.00E-10
HLA-B	5.00E-10
MICA	5.00E-10
MICB	5.00E-10
MCCD1	5.00E-10
DDX39B	5.00E-10
ATP6V1G2	5.00E-10
NFKBIL1	8.17E-14
LTA	5.00E-10
TNF	4.49E-08
LST1	5.00E-10
NCR3	8.99E-07
AIF1	5.00E-10
PRRC2A	5.00E-10
BAG6	5.00E-10
APOM	5.00E-10
C6orf47	5.00E-10
GPANK1	5.00E-10
CSNK2B	1.74E-11
LY6G5B	5.00E-10
LY6G5C	2.12E-10
ABHD16A	5.00E-10
LY6G6F	5.00E-10
LY6G6D	0.030387
LY6G6C	1.53E-11
MPIG6B	5.00E-10
DDAH2	5.00E-10
CLIC1	2.80E-10
MSH5	5.00E-10
SAPCD1	5.00E-10
VWA7	4.00E-13
VARS1	8.24E-10
LSM2	9.02E-08
HSPA1L	2.20E-17
HSPA1B	0.00040162
SNHG32	5.00E-10
NEU1	1.16E-05
SLC44A4	5.00E-10
EHMT2	4.74E-15
C2	5.00E-10
ZBTB12	0.45437
CFB	3.24E-15
NELFE	1.39E-15
SKIC2	5.00E-10
DXO	4.45E-10
STK19	3.47E-12
TNXB	1.34E-15
ATF6B	3.36E-12
FKBPL	0.47179
PRRT1	1.00E-50
PPT2	2.79E-10
EGFL8	5.00E-10
AGPAT1	5.00E-10
RNF5	5.00E-10
AGER	5.00E-10
PBX2	5.00E-10
GPSM3	5.00E-10
NOTCH4	1.34E-13
TSBP1	1.19E-14
BTNL2	5.00E-10
TSBP1-AS1	5.00E-10
HLA-DRA	5.00E-10
HLA-DRB1	1.12E-22
HLA-DQA1	4.57E-08
HLA-DQB1	5.00E-10
HLA-DQA2	8.65E-12
HLA-DQB2	5.00E-10
HLA-DOB	5.00E-10
TAP2	1.53E-13
PSMB8	1.69E-06
TAP1	3.11E-08
PSMB9	0.0010636
HLA-DMB	3.70E-15
HLA-DMA	2.65E-08
BRD2	6.24E-12
HLA-DOA	3.21E-05
HLA-DPA1	1.76E-10
HLA-DPB1	8.04E-17
COL11A2	7.35E-17
RXRB	2.35E-10
HSD17B8	5.00E-10
RING1	5.00E-10
VPS52	2.70E-05
RPS18	2.43E-08
B3GALT4	5.83E-13
WDR46	1.46E-10
PFDN6	0.00047043
RGL2	0.10453
TAPBP	2.45E-05
ZBTB22	6.35E-05
DAXX	0.004289
KIFC1	0.0003315
PHF1	2.42E-08
CUTA	0.059848
SYNGAP1	9.17E-06
ZBTB9	3.14E-09
BAK1	2.32E-14
ITPR3	1.35E-13
UQCC2	1.24E-12
IP6K3	5.00E-10
LEMD2	5.00E-10
MLN	5.00E-10
GRM4	5.00E-10
HMGA1	1.42E-16
SMIM29	1.00E-50
NUDT3	5.00E-10
RPS10-NUDT3	5.00E-10
RPS10	1.00E-50
PACSIN1	3.63E-16
SPDEF	5.00E-10
ILRUN	5.00E-10
SNRPC	5.00E-10
BLTP3A	5.00E-10
TAF11	5.00E-10
ANKS1A	5.00E-10
TCP11	5.00E-10
SCUBE3	5.00E-10
ZNF76	1.09E-12
DEF6	1.51E-11
PPARD	5.00E-10
FANCE	1.51E-10
RPL10A	0.6522
TEAD3	5.00E-10
TULP1	6.27E-16
FKBP5	1.25E-13
ARMC12	9.85E-16
CLPSL2	2.80E-10
CLPSL1	3.42E-10
CLPS	1.00E-50
LHFPL5	0.456
SRPK1	0.07963
SLC26A8	5.00E-10
MAPK14	5.00E-10
MAPK13	5.00E-10
BRPF3	5.00E-10
PNPLA1	2.10E-15
BNIP5	5.67E-07
ETV7	5.37E-12
PXT1	9.39E-09
KCTD20	5.71E-10
STK38	6.65E-12
SRSF3	1.61E-07
CDKN1A	4.93E-18
RAB44	6.58E-08
CPNE5	2.46E-12
PPIL1	1.64E-09
C6orf89	0.00046277
PI16	0.0018605
MTCH1	8.42E-06
FGD2	0.0011511
PIM1	1.65E-08
TMEM217	0.0090857
TBC1D22B	0.062666
RNF8	1.46E-08
CMTR1	2.73E-06
CCDC167	4.52E-06
MDGA1	0.00010928
ZFAND3	2.47E-09
BTBD9	7.72E-05
GLO1	0.15259
DNAH8	0.00025272
GLP1R	7.87E-07
SAYSD1	0.0013801
KCNK5	8.56E-15
KCNK17	3.93E-07
KCNK16	0.00066284
KIF6	3.29E-12
DAAM2	3.65E-08
MOCS1	4.73E-05
LRFN2	0.35797
UNC5CL	0.0028405
APOBEC2	0.091964
OARD1	0.10669
NFYA	0.12206
TREML1	0.67019
TREM2	0.34161
TREML2	5.24E-05
TREML4	0.55184
TREM1	0.0935
NCR2	0.00077623
FOXP4	0.0038795
MDFI	9.61E-07
TFEB	4.13E-16
PGC	0.034512
FRS3	1.45E-10
PRICKLE4	5.00E-10
USP49	2.19E-15
MED20	4.73E-14
BYSL	5.00E-10
CCND3	5.00E-10
TAF8	3.67E-12
C6orf132	0.021038
GUCA1A	0.10528
GUCA1B	0.72337
MRPS10	0.71659
TRERF1	0.00073026
UBR2	0.37891
PRPH2	0.65251
TBCC	0.21241
BICRAL	0.055009
RPL7L1	0.0008481
PTCRA	0.36939
CNPY3	0.00025467
GNMT	4.18E-08
PEX6	2.59E-10
MEA1	2.34E-15
PPP2R5D	2.52E-15
KLHDC3	5.00E-10
RRP36	5.00E-10
CUL7	5.00E-10
MRPL2	5.00E-10
KLC4	2.46E-13
PTK7	5.00E-10
SRF	5.00E-10
CUL9	1.30E-15
DNPH1	7.73E-06
TTBK1	2.08E-07
SLC22A7	5.00E-10
CRIP3	6.61E-36
ZNF318	5.00E-10
ABCC10	3.00E-16
DLK2	0.038993
TJAP1	0.0058637
LRRC73	0.002665
YIPF3	0.3143
POLR1C	0.18415
XPO5	0.0099139
POLH	0.021384
GTPBP2	0.88126
MAD2L1BP	0.00057767
RSPH9	0.00028106
MRPS18A	2.31E-05
VEGFA	1.78E-05
LINC03040	0.25449
MRPL14	3.14E-06
TMEM63B	9.12E-07
CAPN11	0.06938
SLC29A1	0.0068073
HSP90AB1	9.33E-08
SLC35B2	6.93E-08
NFKBIE	0.081585
TMEM151B	0.37902
TCTE1	0.67454
AARS2	0.25929
SPATS1	0.57996
CDC5L	0.17357
SUPT3H	5.00E-10
RUNX2	5.00E-10
CLIC5	0.00014808
ENPP4	0.0016337
ENPP5	0.00067916
RCAN2	0.010392
CYP39A1	6.27E-13
SLC25A27	0.015024
TDRD6	0.0032216
PLA2G7	0.0016579
ANKRD66	0.019193
MEP1A	0.00025034
ADGRF5	9.33E-05
ADGRF1	0.054212
TNFRSF21	0.0008746
CD2AP	2.14E-12
ADGRF2	2.96E-15
ADGRF4	5.95E-17
OPN5	1.10E-07
PTCHD4	0.00047506
MMUT	4.73E-06
CENPQ	0.0012341
GLYATL3	0.0069069
C6orf141	0.083142
RHAG	0.0097973
CRISP2	0.1315
CRISP3	0.038026
CRISP1	0.066061
DEFB133	0.89662
DEFB114	0.54512
DEFB110	0.13893
DEFB112	0.022694
TFAP2D	0.52074
TFAP2B	8.95E-06
PKHD1	0.0041745
IL17A	0.022656
IL17F	0.3852
MCM3	0.00097096
PAQR8	3.29E-12
EFHC1	1.36E-12
TRAM2	5.00E-10
TMEM14A	0.00049504
GSTA2	0.0028478
GSTA1	0.53449
GSTA5	0.026371
GSTA3	0.084879
GSTA4	2.12E-05
CILK1	9.12E-07
FBXO9	1.23E-11
GCM1	0.0083652
ELOVL5	0.10947
GCLC	0.00083131
KLHL31	0.00093667
LRRC1	0.0068293
MLIP	0.00013484
TINAG	0.10831
FAM83B	1.53E-08
HCRTR2	1.30E-05
GFRAL	0.00054691
HMGCLL1	0.00067222
BMP5	3.74E-05
COL21A1	0.3174
DST	1.12E-12
BEND6	4.98E-12
KIAA1586	0.052195
ZNF451	2.81E-15
BAG2	2.59E-09
RAB23	7.14E-17
KHDRBS2	7.50E-05
LGSN	0.53139
PTP4A1	0.67484
PHF3	0.33382
EYS	9.85E-09
ADGRB3	0.0019776
LMBRD1	0.23056
COL19A1	0.00095335
COL9A1	3.43E-07
FAM135A	0.18484
SDHAF4	0.13487
SMAP1	0.31356
B3GAT2	4.76E-05
OGFRL1	0.019077
RIMS1	0.0032828
KCNQ5	1.87E-07
KHDC1	0.70534
KHDC3L	0.32525
DDX43	0.52853
CGAS	0.0013836
MTO1	0.1476
EEF1A1	0.18178
SLC17A5	0.0015119
CD109	0.00058011
COL12A1	3.03E-10
COX7A2	1.63E-13
TMEM30A	2.10E-10
FILIP1	1.79E-14
SENP6	5.00E-10
MYO6	3.33E-15
IMPG1	2.84E-13
HTR1B	0.019366
MEI4	0.0008398
IRAK1BP1	3.77E-06
PHIP	1.75E-06
HMGN3	0.00044709
LCA5	2.03E-13
SH3BGRL2	2.28E-11
LINC01621	1.59E-14
ELOVL4	0.00033566
TTK	2.57E-15
BCKDHB	5.45E-17
TENT5A	5.00E-10
IBTK	0.022488
TPBG	0.018417
UBE3D	5.00E-10
DOP1A	1.60E-15
PGM3	2.94E-15
RWDD2A	0.30799
ME1	0.17337
PRSS35	1.27E-16
SNAP91	5.00E-10
RIPPLY2	0.15071
CYB5R4	0.27931
MRAP2	0.04095
CEP162	0.38917
TBX18	5.00E-10
NT5E	2.36E-08
SNX14	1.39E-13
SYNCRIP	3.82E-10
HTR1E	0.026203
CGA	0.00025271
NA	0.090315
ZNF292	5.50E-05
GJB7	8.53E-06
SMIM8	5.84E-05
C6orf163	0.00020718
CFAP206	0.00011718
SLC35A1	0.0067838
RARS2	0.069874
ORC3	0.031586
AKIRIN2	0.00048123
SPACA1	0.58881
CNR1	0.063937
RNGTT	0.010347
PNRC1	0.024135
SRSF12	0.0046093
PM20D2	0.00098745
GABRR1	1.82E-07
GABRR2	1.20E-05
UBE2J1	2.35E-11
RRAGD	3.81E-07
ANKRD6	1.58E-07
LYRM2	0.82132
MDN1	0.00096467
CASP8AP2	0.0005076
BACH2	0.00030633
MAP3K7	1.21E-06
EPHA7	0.057449
MANEA	1.15E-08
FUT9	0.046421
UFL1	0.48012
FHL5	0.66939
GPR63	0.052183
NDUFAF4	0.32574
KLHL32	0.0084942
MMS22L	0.00011911
POU3F2	0.017591
FBXL4	0.0004327
FAXC	0.0025424
COQ3	4.58E-06
PNISR	0.00011269
USP45	2.53E-05
TSTD3	0.00027057
CCNC	1.64E-08
PRDM13	5.00E-10
MCHR2	0.00058193
SIM1	0.045813
ASCC3	0.00043755
GRIK2	9.70E-06
HACE1	4.66E-17
LIN28B	5.00E-10
BVES	5.20E-08
POPDC3	0.00015416
PREP	0.03961
PRDM1	0.0073432
ATG5	0.023829
CRYBG1	0.00099181
RTN4IP1	0.0091355
QRSL1	0.0079367
MTRES1	0.35347
BEND3	0.042775
PDSS2	5.86E-06
SOBP	4.21E-08
SCML4	2.60E-10
SEC63	5.50E-05
OSTM1	0.33096
NR2E1	1.92E-11
SNX3	9.93E-12
AFG1L	3.26E-15
FOXO3	5.00E-10
ARMC2	5.59E-13
SESN1	1.51E-15
CEP57L1	4.76E-11
NA	0.02185
NA	0.0010497
CD164	5.00E-10
PPIL6	2.29E-12
SMPD2	5.00E-10
MICAL1	5.00E-10
ZBTB24	5.00E-10
AK9	4.81E-14
FIG4	5.00E-10
GPR6	0.0054233
WASF1	0.00026976
CDC40	0.00028576
METTL24	0.022861
DDO	0.00025753
SLC22A16	2.90E-06
CDK19	6.56E-12
AMD1	3.26E-11
GTF3C6	0.0050276
RPF2	3.67E-07
SLC16A10	6.62E-07
MFSD4B	0.0033784
REV3L	1.16E-05
TRAF3IP2	5.70E-15
FYN	9.46E-09
CCN6	0.022796
TUBE1	0.02848
FAM229B	0.025717
LAMA4	0.041544
RFPL4B	0.29944
MARCKS	5.09E-07
HDAC2	0.00081767
HS3ST5	0.00078502
FRK	1.97E-16
NT5DC1	5.00E-10
COL10A1	8.63E-41
TSPYL4	5.00E-10
TSPYL1	5.65E-06
DSE	5.00E-10
CALHM6	0.06777
TRAPPC3L	3.46E-07
CALHM5	1.16E-07
CALHM4	0.00013153
RWDD1	9.62E-16
RSPH4A	1.24E-07
ZUP1	0.090796
KPNA5	1.97E-08
FAM162B	5.92E-14
GPRC6A	0.00021133
RFX6	2.25E-15
VGLL2	0.01377
ROS1	1.43E-13
DCBLD1	2.85E-15
GOPC	9.66E-11
NUS1	1.38E-15
SLC35F1	2.20E-06
CEP85L	0.63906
PLN	0.35669
MCM9	0.0003331
ASF1A	0.017266
FAM184A	0.0013755
MAN1A1	0.0010362
TBC1D32	0.033104
GJA1	0.16833
HSF2	0.0042221
SERINC1	0.00030347
PKIB	4.09E-10
FABP7	0.13767
SMPDL3A	0.019368
CLVS2	0.12275
TRDN	0.010192
NKAIN2	0.00021935
RNF217	0.2756
TPD52L1	0.12159
HDDC2	0.10964
HEY2	5.00E-10
NCOA7	2.37E-13
HINT3	2.57E-10
TRMT11	8.14E-11
CENPW	5.00E-10
RSPO3	0.00050325
RNF146	4.94E-09
ECHDC1	1.82E-10
KIAA0408	5.69E-10
SOGA3	2.24E-12
C6orf58	1.84E-10
THEMIS	5.40E-08
PTPRK	1.41E-14
LAMA2	9.18E-09
ARHGAP18	8.57E-08
TMEM244	9.75E-16
L3MBTL3	5.00E-10
SAMD3	3.78E-14
TMEM200A	8.51E-12
SMLR1	1.77E-15
EPB41L2	6.01E-14
AKAP7	0.00223
ARG1	0.016785
MED23	0.0032769
ENPP3	0.00074112
ENPP1	0.0061082
CCN2	0.3424
MOXD1	2.24E-12
STX7	1.63E-09
TAAR9	0.15766
TAAR8	0.12487
TAAR6	0.078175
TAAR5	0.80002
TAAR2	0.1101
TAAR1	0.021056
VNN1	0.0014321
VNN3P	0.023629
VNN2	0.05568
SLC18B1	0.031169
RPS12	0.32932
EYA4	5.00E-10
TCF21	0.24019
TBPL1	0.26012
SLC2A12	0.0019743
SGK1	7.46E-07
ALDH8A1	0.0018104
HBS1L	0.0034701
MYB	0.019521
AHI1	0.0047006
PDE7B	2.63E-11
MTFR2	0.81632
BCLAF1	0.69445
MAP7	0.028342
MAP3K5	0.00045693
PEX7	0.00022472
IL20RA	0.043785
IL22RA2	0.19254
IFNGR1	0.26262
TNFAIP3	0.18581
PERP	7.90E-07
ARFGEF3	0.040057
PBOV1	0.090275
HEBP2	0.4098
NHSL1	0.00052672
CCDC28A-AS1	0.024414
CCDC28A	0.029136
ECT2L	3.23E-07
REPS1	1.77E-15
ABRACL	3.41E-08
HECA	0.0093993
TXLNB	7.43E-06
CITED2	1.28E-06
NMBR	5.00E-10
VTA1	5.00E-10
ADGRG6	5.00E-10
HIVEP2	1.22E-14
AIG1	1.15E-13
ADAT2	0.36455
PEX3	0.016719
FUCA2	0.011225
PHACTR2	3.57E-09
LTV1	0.084817
ZC2HC1B	0.031047
PLAGL1	6.35E-05
SF3B5	0.63823
STX11	0.43108
UTRN	7.80E-07
EPM2A	6.59E-18
FBXO30	5.00E-10
SHPRH	9.49E-16
GRM1	3.71E-14
RAB32	0.43155
ADGB	0.15005
STXBP5	0.21739
SAMD5	9.36E-06
SASH1	1.72E-11
UST	3.19E-15
TAB2	1.17E-06
SUMO4	0.04576
ZC3H12D	0.0067209
PPIL4	0.022144
GINM1	0.66255
KATNA1	0.65562
LATS1	0.76889
NUP43	0.63284
PCMT1	0.89073
LRP11	0.43422
RAET1E	0.019516
RAET1G	0.0050534
ULBP2	0.35913
ULBP1	0.67332
RAET1L	0.14844
ULBP3	0.86186
PPP1R14C	0.033963
IYD	0.10759
PLEKHG1	0.18532
MTHFD1L	0.0027248
AKAP12	2.52E-15
ZBTB2	1.31E-14
RMND1	2.25E-16
ARMT1	5.40E-14
CCDC170	2.71E-13
ESR1	5.00E-10
SYNE1	1.36E-13
MYCT1	0.34384
VIP	0.18065
FBXO5	0.28803
MTRF1L	0.012456
RGS17	3.71E-10
OPRM1	6.38E-10
IPCEF1	9.29E-06
CNKSR3	3.84E-12
LOC101928868	0.010273
SCAF8	0.87676
TIAM2	2.28E-12
TFB1M	1.27E-13
CLDN20	5.00E-10
NOX3	0.0011549
ARID1B	9.09E-11
TMEM242	0.39931
ZDHHC14	0.037868
SNX9	0.0051135
SYNJ2	0.00063096
SERAC1	8.63E-09
GTF2H5	0.020339
TULP4	5.00E-10
TMEM181	0.0018352
DYNLT1	0.28536
SYTL3	9.63E-05
EZR	2.76E-06
LINC02901	1.12E-06
RSPH3	0.0022284
TAGAP	0.012845
FNDC1	0.038877
SOD2	0.0038551
WTAP	0.13002
ACAT2	0.31108
TCP1	0.14564
MRPL18	0.71674
PNLDC1	0.0013312
MAS1	0.011785
IGF2R	7.36E-14
SLC22A1	4.15E-14
SLC22A2	1.69E-05
SLC22A3	5.00E-10
LPA	9.25E-11
PLG	0.03662
MAP3K4	2.63E-09
AGPAT4	1.66E-07
PRKN	4.73E-07
PACRG	1.91E-07
QKI	9.57E-05
C6orf118	0.00017307
PDE10A	1.75E-15
TBXT	1.39E-15
PRR18	0.90888
SFT2D1	0.066274
MPC1	1.01E-05
RPS6KA2	7.68E-05
RNASET2	0.092614
CEP43	0.012458
CCR6	0.003422
GPR31	0.23018
TCP10L2	0.47184
UNC93A	0.15726
TTLL2	0.076473
TCP10L3	0.78356
AFDN	1.24E-07
KIF25	8.21E-16
FRMD1	0.26732
DACT2	2.67E-14
SMOC2	9.14E-15
THBS2	2.60E-14
WDR27	0.04391
PHF10	0.0080842
DYNLT2	0.13025
ERMARD	0.00084937
DLL1	0.0098328
FAM120B	0.14099
PSMB1	0.00024583
TBP	0.0079972
PDCD2	5.05E-06
FAM20C	0.00046635
PRKAR1B	0.0038407
DNAAF5	0.0053706
SUN1	6.12E-07
GET4	4.18E-05
ADAP1	0.0015284
COX19	3.53E-06
CYP2W1	1.34E-09
C7orf50	2.33E-08
GPR146	2.28E-07
GPER1	5.41E-07
ZFAND2A	0.0026602
UNCX	0.012769
MICALL2	0.52448
INTS1	0.028505
MAFK	5.00E-10
TMEM184A	4.23E-13
PSMG3	0.76547
ELFN1	0.00017491
MAD1L1	1.09E-07
MRM2	0.00026291
NUDT1	0.03196
SNX8	1.74E-06
EIF3B	0.0063333
CHST12	5.59E-05
LFNG	0.00045004
BRAT1	0.03384
IQCE	1.30E-07
TTYH3	3.31E-10
AMZ1	2.66E-15
GNA12	5.00E-10
CARD11	3.20E-10
SDK1	1.57E-07
FOXK1	3.33E-05
AP5Z1	0.027113
RADIL	0.0069115
PAPOLB	0.010747
MMD2	0.67284
RBAK	0.69257
RBAK-RBAKDN	0.74367
WIPI2	0.079256
SLC29A4	4.14E-06
TNRC18	3.30E-07
FBXL18	2.71E-06
ACTB	3.10E-06
FSCN1	0.41301
RNF216	0.0001802
OCM	0.0021903
CCZ1	0.0092915
PMS2	0.00066537
AIMP2	2.62E-05
EIF2AK1	0.00136
ANKRD61	0.0019168
USP42	0.2425
CYTH3	0.10371
FAM220A	0.6036
RAC1	6.63E-05
DAGLB	7.65E-08
KDELR2	1.85E-11
GRID2IP	2.52E-05
ZDHHC4	0.71712
INTS15	0.39756
ZNF853	0.52362
ZNF316	0.0019003
ZNF12	0.0029173
CCZ1B	0.38254
C1GALT1	0.024679
COL28A1	0.0018126
MIOS	6.78E-05
RPA3	3.77E-06
UMAD1	2.23E-13
GLCCI1	2.80E-15
ICA1	5.00E-10
NXPH1	0.00035975
NDUFA4	0.98596
PHF14	0.047271
THSD7A	0.0045674
TMEM106B	5.99E-17
VWDE	9.58E-06
SCIN	1.86E-15
ARL4A	0.32748
ETV1	5.00E-10
DGKB	8.95E-09
AGMO	6.48E-07
MEOX2	4.29E-15
CRPPA	0.12905
SOSTDC1	0.014288
LRRC72	0.0052507
ANKMY2	3.65E-07
BZW2	0.036611
TSPAN13	2.52E-15
AGR2	9.85E-10
AGR3	0.01991
AHR	5.82E-06
SNX13	1.15E-16
PRPS1L1	5.00E-10
HDAC9	7.78E-23
TWIST1	1.83E-15
FERD3L	0.52243
POLR1F	6.13E-11
TMEM196	1.37E-15
MACC1	4.16E-12
ITGB8	5.00E-10
ABCB5	7.43E-15
SP8	1.38E-05
SP4	0.29525
DNAH11	3.36E-05
CDCA7L	3.26E-05
RAPGEF5	5.88E-05
STEAP1B	0.00074173
IL6	1.24E-07
TOMM7	0.00016954
HYCC1	0.01658
KLHL7	0.00023623
NUP42	0.005156
GPNMB	1.20E-05
MALSU1	0.2424
IGF2BP3	7.94E-15
TRA2A	1.23E-15
CCDC126	5.00E-10
FAM221A	5.83E-16
STK31	1.38E-15
NPY	5.85E-13
PALS2	1.38E-10
GSDME	5.36E-13
OSBPL3	0.011931
CYCS	0.64814
C7orf31	0.00030031
NPVF	1.55E-07
LINC03007	1.03E-14
NFE2L3	2.54E-10
HNRNPA2B1	7.37E-14
CBX3	7.24E-11
SNX10	8.19E-05
LINC02860	0.25701
SKAP2	2.41E-05
HOXA1	0.40237
HOXA3	2.78E-05
HOXA4	0.50606
HOXA5	0.0024593
HOXA6	4.50E-05
HOXA7	0.015164
HOXA9	8.22E-05
HOXA10	2.12E-09
HOXA11	1.23E-11
HOXA13	6.37E-06
EVX1	3.01E-05
HIBADH	3.31E-09
TAX1BP1	2.15E-07
JAZF1	5.00E-10
CREB5	1.22E-22
TRIL	0.018531
CPVL	1.75E-05
CHN2	7.79E-07
PRR15	0.7177
NA	0.050893
WIPF3	2.53E-06
SCRN1	1.48E-07
FKBP14	4.98E-12
PLEKHA8	2.47E-07
MTURN	0.0001613
ZNRF2	0.00049159
NOD1	0.0035748
NA	0.046133
GGCT	0.80187
GARS1	0.059487
CRHR2	0.011562
INMT	0.032936
MINDY4	0.020195
AQP1	1.98E-10
GHRHR	6.97E-13
ADCYAP1R1	0.020924
NEUROD6	0.93203
ITPRID1	0.0014219
PPP1R17	0.0030401
PDE1C	5.43E-05
LSM5	1.35E-06
AVL9	3.37E-13
KBTBD2	8.62E-17
FKBP9	1.63E-15
NT5C3A	3.02E-06
RP9	0.035726
BBS9	2.21E-12
FLJ20712	3.93E-11
BMPER	1.38E-08
NPSR1	0.033613
DPY19L1	1.60E-16
TBX20	2.15E-15
HERPUD2	0.16313
SEPTIN7	0.037697
EEPD1	0.0068979
MATCAP2	7.49E-05
ANLN	0.092198
AOAH	0.00016172
ELMO1	0.00016155
GPR141	1.17E-06
NME8	5.25E-13
SFRP4	1.54E-15
EPDR1	5.00E-10
STARD3NL	4.19E-05
TRG	1.86E-09
TARP	2.00E-08
AMPH	0.017299
VPS41	0.03561
POU6F2	0.0027896
YAE1	0.00090065
RALA	0.025048
CDK13	0.090018
SUGCT	7.17E-06
INHBA	0.076576
GLI3	1.19E-12
C7orf25	0.0010292
PSMA2	0.0019642
MRPL32	0.0059623
HECW1	9.68E-07
STK17A	0.0011917
COA1	0.0029488
BLVRA	0.00021179
URGCP-MRPS24	0.00011473
URGCP	1.97E-05
UBE2D4	2.05E-09
DBNL	1.06E-05
PGAM2	3.01E-06
POLM	1.19E-06
AEBP1	0.0098612
POLD2	9.38E-08
MYL7	1.27E-08
GCK	1.88E-12
YKT6	0.001426
CAMK2B	0.00034735
NUDCD3	3.42E-08
NPC1L1	4.50E-06
DDX56	0.13317
TMED4	0.033435
OGDH	0.078042
ZMIZ2	1.80E-08
PPIA	7.46E-07
H2AZ2	0.00013276
PURB	0.25657
MYO1G	2.31E-11
CCM2	3.35E-12
NACAD	1.98E-09
TBRG4	1.28E-13
RAMP3	5.47E-05
ADCY1	8.81E-05
IGFBP1	1.24E-08
IGFBP3	3.32E-11
TNS3	2.14E-09
LINC02902	0.24762
PKD1L1	0.011756
PKD1L1-AS1	0.49655
HUS1	0.0027603
SUN3	0.20184
C7orf57	0.028249
UPP1	0.010885
ABCA13	0.002241
VWC2	0.00079276
ZPBP	2.46E-05
SPATA48	0.00010163
FIGNL1	0.0054729
DDC	3.34E-15
GRB10	5.00E-10
COBL	2.66E-09
LOC101928675	0.071382
POM121L12	0.44938
VSTM2A	0.32127
SEC61G	0.0037906
EGFR	6.38E-06
LANCL2	2.32E-05
VOPP1	5.38E-05
SEPTIN14	1.97E-15
ZNF713	1.58E-15
MRPS17	1.93E-10
NIPSNAP2	8.01E-16
PSPH	8.06E-16
CCT6A	2.83E-16
SUMF2	1.78E-16
PHKG1	5.27E-08
CHCHD2	2.26E-08
ZNF716	0.87232
NA	0.70732
ZNF727	0.0031876
ZNF735	0.10781
ZNF679	0.0051734
ZNF736	0.00041022
ZNF680	2.82E-05
ZNF107	0.010036
ZNF138	7.24E-07
ZNF273	1.08E-08
ZNF117	3.01E-07
ERV3-1	2.23E-09
ZNF92	0.0077791
VKORC1L1	1.45E-09
GUSB	1.26E-14
ASL	1.68E-13
CRCP	7.06E-15
TPST1	2.95E-15
KCTD7	8.81E-14
RABGEF1	2.14E-15
TMEM248	0.00074036
SBDS	1.57E-08
TYW1	9.53E-06
AUTS2	3.34E-25
GALNT17	3.03E-09
CALN1	1.11E-11
TYW1B	1.47E-06
POM121	0.22794
TRIM50	6.51E-15
FKBP6	5.00E-15
BAZ1B	1.60E-15
BCL7B	9.96E-11
TBL2	5.00E-10
MLXIPL	1.45E-15
DNAJC30	5.00E-10
BUD23	6.41E-11
STX1A	1.55E-15
ABHD11	0.001173
CLDN4	7.24E-08
METTL27	2.39E-10
TMEM270	5.87E-06
ELN	4.07E-07
LIMK1	2.02E-05
EIF4H	0.089503
LAT2	0.12149
RFC2	0.18884
CLIP2	0.45157
GTF2IRD1	3.08E-06
GTF2I	4.54E-08
SPDYE5	9.17E-11
POM121C	2.63E-09
HIP1	3.35E-11
CCL26	0.084494
CCL24	0.047661
RHBDD2	0.0037071
POR	2.37E-05
TMEM120A	0.039967
STYXL1	0.00049166
MDH2	0.00067983
SRRM3	0.082088
HSPB1	0.13565
YWHAG	0.77616
SSC4D	0.17312
ZP3	0.018749
DTX2	0.80731
NA	0.36494
SPDYE18	1.01E-05
POMZP3	0.59574
CCDC146	0.0084174
FGL2	0.60494
GSAP	0.10886
PTPN12	1.18E-16
RSBN1L	8.64E-14
TMEM60	5.00E-10
PHTF2	1.67E-15
MAGI2	1.53E-09
GNAI1	0.00053402
GNAT3	0.050222
CD36	7.69E-11
SEMA3C	0.013233
HGF	0.30358
CACNA2D1	0.0056725
PCLO	0.052705
SEMA3E	2.48E-06
SEMA3A	1.63E-06
SEMA3D	1.86E-15
GRM3	0.0015191
ELAPOR2	0.012292
DMTF1-AS1	0.29298
DMTF1	6.07E-05
TMEM243	0.0002291
CROT	3.19E-09
ABCB4	2.01E-16
